code,market_code,所属概念,所属概念数量,股票代码
600376,17,体育产业;京津冀一体化;雄安新区;新型城镇化;冰雪产业;租售同权;物业管理;养老概念;国企改革;融资融券;证金持股;沪股通,12,600376.SH
300130,33,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);电子身份证;区块链;鸿蒙概念;AI智能体;智慧政务;数字经济;AIGC概念;虚拟数字人;人脸识别;DeepSeek概念;腾讯概念;人工智能;多模态AI;AI语料;安防;物联网;跨境电商;参股保险;AI应用;汽车电子;储能;2025年报预增;深股通;融资融券,28,300130.SZ
002595,33,工业母机;风电;海工装备;深股通;融资融券,5,002595.SZ
300893,33,华为汽车;汽车电子;比亚迪概念;新能源汽车;一带一路;深股通;融资融券,7,300893.SZ
603166,17,人形机器人;减速器;比亚迪概念;新能源汽车;专精特新;农机;机器人概念;2025年报预增;西部大开发;AI应用;融资融券;沪股通,12,603166.SH
920014,151,融资融券;氢能源;天然气;大飞机;专精特新;回购增持再贷款概念,6,920014.BJ
600243,22,股权转让(并购重组);ST板块;减速器;西部大开发;工业母机;新型工业化;天然气;医疗器械概念,8,600243.SH
002937,33,液冷服务器;5G;毫米波雷达;汽车电子;消费电子概念;PEEK材料;新能源汽车;无人驾驶;特斯拉概念;虚拟现实;宁德时代概念;工业互联网;人民币贬值受益;智能家居;一带一路;深股通;融资融券,17,002937.SZ
600057,17,土地流转;玉米;统一大市场;农业种植;冷链物流;国企改革;乡村振兴;一带一路;福建自贸区;海峡两岸;智能物流;商业航天;DeepSeek概念;数据要素;沪股通;融资融券,16,600057.SH
300400,33,先进封装;富士康概念;MicroLED概念;第三代半导体;OLED;MiniLED;柔性屏(折叠屏);PCB概念;芯片概念;消费电子概念;机器视觉;新型工业化;华为概念;比亚迪概念;人工智能;深股通,16,300400.SZ
600106,17,ETC;参股券商;智慧城市;参股银行;创投;PPP概念;西部大开发;沪股通;融资融券,9,600106.SH
301161,33,芯片概念;机器人概念;农机;2025年报预增;海工装备;股权转让(并购重组);融资融券,7,301161.SZ
001231,33,乡村振兴;西部大开发,2,001231.SZ
002913,33,AI PC;富士康概念;PCB概念;MiniLED;汽车电子;5G;数据中心;英伟达概念;6G概念;小米概念;新能源汽车;华为数字能源;华为概念;人民币贬值受益;抖音概念(字节概念);深股通;融资融券,17,002913.SZ
300065,33,军工信息化;国产航母;商业航天;云计算;军工;数据要素;算力租赁;腾讯概念;阿里巴巴概念;东数西算(算力);人工智能;DeepSeek概念;海工装备;数据中心;高端装备;传感器;机器人概念;京津冀一体化;专精特新;2025年报预增;风电;深股通;融资融券;股权转让(并购重组),24,300065.SZ
688352,17,先进封装;MCU芯片;OLED;第三代半导体;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券,9,688352.SH
603120,17,光刻胶;专精特新;芯片概念;环氧丙烷;融资融券,5,603120.SH
300173,33,新型工业化;石墨烯;新能源汽车;粤港澳大湾区;储能;锂电池概念;宁德时代概念;高端装备;机器视觉;ST板块;固态电池;消费电子概念;华为概念;无线耳机;国企改革;钠离子电池;数据中心;数字经济;网络安全;数据要素;算力租赁,21,300173.SZ
603012,17,高端装备;长三角一体化;新能源汽车;工业互联网;华为概念;人工智能;中俄贸易概念;AIGC概念;煤炭概念;融资融券,10,603012.SH
603867,17,磷化工;盐湖提锂;消毒剂;污水处理;锂电池概念;动力电池回收;烟草;沪股通;融资融券,9,603867.SH
300099,33,军工信息化;军民融合;军工;商业航天;无人驾驶;高铁;华为概念;机器人概念;5G;鸿蒙概念;多模态AI;区块链;燃料电池;2025年报预增;氢能源;深股通;融资融券,17,300099.SZ
002769,33,AI应用;AIGC概念;信创;跨境电商;粤港澳大湾区;碳交易;虚拟电厂;储能;国企改革;一带一路;绿色电力;钠离子电池,12,002769.SZ
001326,33,物联网;粤港澳大湾区;充电桩;智能家居;储能;人民币贬值受益;一带一路;融资融券,8,001326.SZ
301335,33,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,5,301335.SZ
301678,33,芯片概念;消费电子概念;专精特新;注册制次新股;物联网;人工智能;深股通;新股与次新股;融资融券,9,301678.SZ
301019,33,染料;专精特新;消费电子概念;3D打印;POE胶膜;融资融券,6,301019.SZ
002202,33,商业航天;东数西算(算力);海工装备;独角兽概念;智能电网;人工智能;抽水蓄能;工业互联网;风电;特高压;储能;柔性直流输电;创投;氢能源;碳中和;碳交易;绿色电力;西部大开发;PPP概念;新疆振兴;污水处理;煤化工概念;同花顺出海50;深股通;融资融券,25,002202.SZ
600184,17,国产航母;光纤概念;军民融合;军工;机器视觉;AI眼镜;机器人概念;专精特新;人形机器人;央企国企改革;回购增持再贷款概念;国企改革;共封装光学(CPO);沪股通;融资融券,15,600184.SH
301125,33,专精特新;人民币贬值受益;中俄贸易概念;融资融券,4,301125.SZ
300052,33,粤港澳大湾区;华为概念;云游戏;东数西算(算力);数字孪生;数据中心;算力租赁;网络安全;腾讯概念;虚拟现实;阿里巴巴概念;区块链;数字经济;云计算;电子竞技;元宇宙;网络游戏;互联网金融;手机游戏;虚拟数字人;NFT概念;旅游概念;摘帽,23,300052.SZ
300101,33,卫星导航;商业航天;军工;时空大数据;国产航母;军民融合;无人机;5G;芯片概念;智慧城市;人工智能;机器视觉;物联网;专精特新;机器人概念;回购增持再贷款概念;西部大开发;深股通;融资融券,19,300101.SZ
002185,33,存储芯片;国家大基金持股;汽车芯片;先进封装;第三代半导体;芯片概念;华为海思概念股;汽车电子;共封装光学(CPO);智能座舱;传感器;毫米波雷达;5G;无人驾驶;华为概念;机器人概念;西部大开发;深股通;融资融券,19,002185.SZ
920970,151,融资融券;食品安全;猪肉;专精特新,4,920970.BJ
605389,17,减速器;高端装备;专精特新;机器人概念;光伏概念;海工装备;国企改革;沪股通;股权转让(并购重组),9,605389.SH
300831,33,柔性直流输电;特高压;芯片概念;西部大开发;国企改革,5,300831.SZ
002556,33,化肥;粮食概念;供销社;玉米;土地流转;磷化工;农村电商;农业种植;煤化工概念;染料;民爆概念;乡村振兴;维生素;建筑节能;装配式建筑;统一大市场;毛发医疗;生物质能发电;医美概念;创投;数字乡村;互联网金融;光伏概念;融资融券;深股通,25,002556.SZ
600770,17,汽车芯片;芯片概念;语音技术;数据安全;2025年报预增;碳纤维;人工智能;创投;跨境电商;网络游戏;手机游戏;绿色电力;融资融券;股权转让(并购重组);沪股通,15,600770.SH
603011,17,可控核聚变;商业航天;航空发动机;军工;东数西算(算力);核电;高端装备;共封装光学(CPO);海工装备;人工智能;机器视觉;工业母机;工业互联网;PCB概念;新型工业化;新型烟草(电子烟);比亚迪概念;食品安全;新能源汽车;特斯拉概念;农机;氢能源;家用电器;固废处理;煤炭概念;沪股通;融资融券,27,603011.SH
300480,33,先进封装;共封装光学(CPO);第三代半导体;芯片概念;工业母机;传感器;华为概念;专精特新;高端装备;物联网;工业互联网;机器人概念;一带一路;深股通,14,300480.SZ
000913,33,冰雪产业;共同富裕示范区;中俄贸易概念;两轮车;高股息精选;创投;新能源汽车;锂电池概念;融资融券;深股通,10,000913.SZ
000829,33,虚拟现实;独角兽概念;深圳国企改革;人工智能;创投;华为手机;抖音概念(字节概念);Web3.0;苹果概念;华为概念;华为汽车;腾讯概念;百度概念;智能穿戴;数据确权;鸿蒙概念;AI智能体;粤港澳大湾区;拼多多概念;消费电子概念;国企改革;新型烟草(电子烟);一带一路;AI手机;深股通;融资融券,26,000829.SZ
688777,17,AI应用;AIGC概念;AI智能体;华为鲲鹏;数据要素;数据安全;信创;网络安全;DeepSeek概念;鸿蒙概念;人工智能;国产操作系统;数字孪生;智慧城市;华为概念;工业互联网;新型工业化;航空发动机;机器人概念;大飞机;共同富裕示范区;传感器;核电;创投;人形机器人;海工装备;智能物流;宁德时代概念;一带一路;碳中和;碳交易;沪股通;融资融券,33,688777.SH
003028,33,空气能热泵;智能家居;汽车电子;新能源汽车;汽车热管理;家用电器;人形机器人;机器视觉;机器人概念;储能;智能电网;光伏概念;共封装光学(CPO),13,003028.SZ
688126,17,中芯国际概念;国家大基金持股;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,8,688126.SH
600549,17,金属钴;小金属概念;稀土永磁;动力电池回收;宁德时代概念;锂电池概念;固态电池;光伏概念;可控核聚变;军工;无人机;商业航天;国企改革;机器人概念;福建自贸区;海峡两岸;沪股通;融资融券,18,600549.SH
688449,17,存储芯片;汽车芯片;芯片概念;沪股通;融资融券,5,688449.SH
603057,17,冷链物流;一带一路;预制菜;沪股通,4,603057.SH
600895,17,光刻机;芯片概念;新能源汽车;上海自贸区;创投;蚂蚁集团概念;数字乡村;新型城镇化;租售同权;物业管理;乡村振兴;国企改革;参股券商;证金持股;沪股通;融资融券,16,600895.SH
002519,33,军工信息化;军民融合;商业航天;军工;人工智能;安防;核电;无人驾驶;创投;机器人概念;新型工业化;专精特新;智能家居;长安汽车概念;比亚迪概念;智能电网;充电桩;新能源汽车;储能;宁德时代概念;锂电池概念;深股通;融资融券,23,002519.SZ
002741,33,钠离子电池;固态电池;PET铜箔;动力电池回收;宁德时代概念;氟化工概念;锂电池概念;PCB概念;先进封装;比亚迪概念;富士康概念;芯片概念;5G;消毒剂;融资融券;深股通,16,002741.SZ
605136,17,拼多多概念;网红经济;抖音概念(字节概念);跨境电商;三胎概念;创投;乡村振兴,7,605136.SH
002198,33,医疗器械概念;流感;创新药;仿制药一致性评价;医药电商;融资融券,6,002198.SZ
603328,17,PCB概念;苹果概念;共封装光学(CPO);汽车电子;5G;毫米波雷达;比亚迪概念;华为概念;机器人概念;光伏概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券,15,603328.SH
300499,33,液冷服务器;数据中心;东数西算(算力);汽车电子;军工;专精特新;可控核聚变;腾讯概念;比亚迪概念;特高压;阿里巴巴概念;柔性直流输电;充电桩;抖音概念(字节概念);新能源汽车;核电;宁德时代概念;光伏概念;储能;粤港澳大湾区;风电;锂电池概念;中俄贸易概念;一带一路;天然气;深股通;融资融券,27,300499.SZ
688619,17,网络安全;信创;人脸识别;虚拟现实;量子科技;智慧城市;机器视觉;安防;物联网;多模态AI;智慧灯杆;人工智能;军工;专精特新;机器人概念;海峡两岸;福建自贸区;海工装备;土壤修复;智能医疗;AI应用;融资融券,22,688619.SH
605198,17,乡村振兴;人民币贬值受益;沪股通,3,605198.SH
688455,17,专精特新;机器人概念;智能物流;跨境电商;储能;融资融券,6,688455.SH
001396,33,污水处理;新型城镇化;地下管网;专精特新;注册制次新股;智慧城市;人工智能;新股与次新股;融资融券,9,001396.SZ
605588,17,OLED;富士康概念;芯片概念;消费电子概念;柔性屏(折叠屏);苹果概念;华为手机;小米概念;华为概念,9,605588.SH
601928,17,手机游戏;文化传媒概念;网络游戏;短剧游戏;在线教育;职业教育;蚂蚁集团概念;AI智能体;DeepSeek概念;国企改革;算力租赁;AI应用;虚拟现实;东数西算(算力);融资融券;数据中心;沪股通,17,601928.SH
002851,33,第三代半导体;超级电容;芯片概念;英伟达概念;高压快充;数据中心;中国AI 50;小米概念;高端装备;光伏概念;新能源汽车;智能电网;储能;充电桩;新型工业化;机器人概念;高铁;风电;一带一路;车联网(车路协同);智能家居;家用电器;医疗器械概念;融资融券;深股通,25,002851.SZ
600737,17,农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;央企国企改革;沪股通;融资融券;中字头股票,9,600737.SH
301488,33,智能座舱;长安汽车概念;华为汽车;无人驾驶;人形机器人;比亚迪概念;传感器;机器视觉;新能源汽车;汽车电子;机器人概念;英伟达概念;毫米波雷达;专精特新;充电桩;华为概念;粤港澳大湾区;汽车芯片;人工智能;百度概念;回购增持再贷款概念;低空经济;深股通;融资融券,24,301488.SZ
300948,33,人工智能;土壤修复;水利;碳中和;新型城镇化;建筑节能;碳交易;一带一路;污水处理;PPP概念;股权转让(并购重组);融资融券,12,300948.SZ
600561,17,物业管理;乡村振兴;旅游概念;网约车;国企改革;充电桩,6,600561.SH
600238,22,ST板块;白酒概念;跨境电商;养老概念;海南自贸区;国企改革;专精特新,7,600238.SH
600808,17,特钢概念;煤化工概念;央企国企改革;国企改革;高铁;证金持股;新能源汽车;数据中心;沪股通;融资融券,10,600808.SH
603380,17,汽车电子;消费电子概念;5G;新能源汽车;机器人概念;数据中心;医疗器械概念;独角兽概念;沪股通,9,603380.SH
600176,17,PCB概念;2026一季报预增;风电;光伏概念;PEEK材料;央企国企改革;长三角一体化;回购增持再贷款概念;一带一路;沪股通;融资融券;国企改革;同花顺中特估100;DeepSeek概念;中字头股票,15,600176.SH
688070,17,军民融合;无人机;时空大数据;低空经济;智慧城市;专精特新;职业教育;西部大开发;融资融券,9,688070.SH
603638,17,减速器;人形机器人;工业母机;新型工业化;机器人概念;高端装备;储能;智能电网;雅下水电概念;融资融券;沪股通,11,603638.SH
688377,17,页岩气;海工装备;高端装备;天然气;人民币贬值受益;专精特新;沪股通;融资融券,8,688377.SH
600743,17,物业管理;智能家居;京津冀一体化;国企改革;沪股通;融资融券;证金持股;股权转让(并购重组),8,600743.SH
002189,33,兵装重组概念;军民融合;军工;MR(混合现实);安防;无人驾驶;AI眼镜;车联网(车路协同);机器视觉;虚拟现实;智能座舱;3D打印;汽车电子;消费电子概念;华为概念;长安汽车概念;家用电器;数字经济;央企国企改革;国企改革;证金持股;深股通;中字头股票;融资融券,24,002189.SZ
