所属概念数量,股票代码,market_code,所属概念,code
10.0,603778.SH,17,硅能源;PPP概念;新型城镇化;TOPCON电池;HJT电池;虚拟电厂;固态电池;储能;钙钛矿电池;光伏概念,603778
5.0,601865.SH,17,光伏概念;一带一路;长三角一体化;融资融券;沪股通,601865
10.0,301092.SZ,33,盐湖提锂;净水概念;专精特新;稀土永磁;核污染防治;减肥药;污水处理;核电;超超临界发电;融资融券,301092
19.0,300516.SZ,33,光纤概念;卫星导航;军工信息化;中船系;商业航天;军民融合;军工;芯片概念;无人机;传感器;海工装备;低空经济;量子科技;无人驾驶;专精特新;央企国企改革;数字经济;国企改革;深股通,300516
2.0,600078.SH,17,磷化工;绿色电力,600078
4.0,600908.SH,17,高股息精选;参股银行;沪股通;融资融券,600908
12.0,301042.SZ,33,DeepSeek概念;跨境电商;智慧城市;人脸识别;智能家居;算力租赁;人工智能;安防;机器人概念;人民币贬值受益;机器视觉;融资融券,301042
3.0,600926.SH,17,高股息精选;沪股通;融资融券,600926
5.0,000686.SZ,33,期货概念;证金持股;2025年报预增;深股通;融资融券,000686
15.0,002004.SZ,33,毛发医疗;医药电商;民营医院;仿制药一致性评价;转基因;创新药;医美概念;煤化工概念;三胎概念;细胞免疫治疗;旅游概念;西部大开发;氟化工概念;深股通;融资融券,002004
13.0,300224.SZ,33,稀土永磁;低空经济;人形机器人;新能源汽车;机器人概念;小金属概念;消费电子概念;2025年报预增;家用电器;高压快充;绿色电力;深股通;融资融券,300224
10.0,688582.SH,17,传感器;芯片概念;商业航天;无人驾驶;低空经济;专精特新;机器人概念;股权转让(并购重组);沪股通;融资融券,688582
6.0,301372.SZ,33,净水概念;新型城镇化;水利;污水处理;地下管网;融资融券,301372
10.0,300097.SZ,33,柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;新型工业化;华为概念;新能源汽车;智能物流;摘帽;股权转让(并购重组),300097
11.0,603173.SH,17,共同富裕示范区;长三角一体化;专精特新;一带一路;海工装备;2025年报预增;核电;氢能源;芯片概念;天然气;沪股通,603173
7.0,300467.SZ,33,手机游戏;网络游戏;文化传媒概念;腾讯概念;鸿蒙概念;华为概念;西部大开发,300467
11.0,601318.SH,17,证金持股;同花顺中特估100;高股息精选;同花顺漂亮100;参股券商;互联网保险;智能医疗;家庭医生;独角兽概念;沪股通;融资融券,601318
13.0,600535.SH,17,医药电商;重组蛋白;生物疫苗;仿制药一致性评价;创新药;肝炎概念;工业大麻;国企改革;智能医疗;央企国企改革;沪股通;融资融券;股权转让(并购重组),600535
8.0,601133.SH,17,中芯国际概念;存储芯片;OLED;柔性屏(折叠屏);芯片概念;装配式建筑;沪股通;融资融券,601133
6.0,601398.SH,17,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,601398
6.0,600389.SH,17,草甘膦;磷化工;乡村振兴;2025年报预增;融资融券;沪股通,600389
8.0,603213.SH,17,消毒剂;国企改革;共同富裕示范区;石墨烯;氢能源;工业互联网;沪股通;股权转让(并购重组),603213
1.0,600719.SH,17,国企改革,600719
11.0,002972.SZ,33,高铁;专精特新;一带一路;粤港澳大湾区;智慧城市;DeepSeek概念;传感器;信创;无人驾驶;储能;网络安全,002972
9.0,600667.SH,17,存储芯片;先进封装;OLED;芯片概念;光伏建筑一体化;绿色电力;沪股通;融资融券;国企改革,600667
5.0,301448.SZ,33,专精特新;人民币贬值受益;跨境电商;锂电池概念;融资融券,301448
14.0,688368.SH,17,第三代半导体;汽车芯片;MCU芯片;芯片概念;无线充电;汽车电子;小米概念;英伟达概念;专精特新;数据中心(AIDC);机器人概念;股权转让(并购重组);沪股通;融资融券,688368
7.0,002275.SZ,33,仿制药一致性评价;流感;高股息精选;创新药;西部大开发;深股通;融资融券,002275
4.0,600918.SH,17,期货概念;国企改革;沪股通;融资融券,600918
16.0,002434.SZ,33,减速器;农机;一体化压铸;人形机器人;机器人概念;工业互联网;新能源汽车;高端装备;比亚迪概念;碳中和;碳交易;储能;绿色电力;虚拟电厂;深股通;融资融券,002434
9.0,600064.SH,17,证金持股;参股券商;高股息精选;参股银行;国企改革;污水处理;创投;融资融券;沪股通,600064
16.0,000813.SZ,33,重组蛋白;生物疫苗;NMN概念;仿制药一致性评价;合成生物;医美概念;减肥药;创新药;民营医院;养老概念;工业大麻;CRO概念;西部大开发;国企改革;深股通;融资融券,000813
1.0,603351.SH,17,创新药,603351
9.0,001369.SZ,33,注册制次新股;锂电池概念;碳中和;西部大开发;光伏概念;专精特新;深股通;新股与次新股;融资融券,001369
13.0,600874.SH,17,PPP概念;证金持股;固废处理;地下管网;绿色电力;国企改革;雄安新区;污水处理;京津冀一体化;储能;机器人概念;沪股通;融资融券,600874
11.0,605376.SH,17,3D打印;专精特新;光伏概念;金属镍;2025年报预增;锂电池概念;小金属概念;人民币贬值受益;硅能源;融资融券;沪股通,605376
9.0,301149.SZ,33,建筑节能;装配式建筑;体育产业;高铁;风电;专精特新;智能家居;新能源汽车;融资融券,301149
3.0,920166.BJ,151,医疗器械概念;新股与次新股;融资融券,920166
3.0,300452.SZ,33,医美概念;合成生物;专精特新,300452
6.0,300821.SZ,33,有机硅概念;硅能源;2026一季报预增;燃料电池;融资融券;深股通,300821
9.0,301263.SZ,33,眼科医疗;创新药;毛发医疗;医药电商;合成生物;减肥药;医疗器械概念;深股通;融资融券,301263
6.0,600727.SH,17,化肥;钛白粉概念;磷化工;水泥概念;国企改革;2026一季报预增,600727
11.0,688253.SH,17,重组蛋白;幽门螺杆菌概念;辅助生殖;流感;医药电商;阿尔茨海默概念;智能医疗;猴痘概念;肝炎概念;沪股通;融资融券,688253
3.0,601528.SH,17,高股息精选;互联网金融;沪股通,601528
6.0,688050.SH,17,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,688050
11.0,000902.SZ,33,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;数字乡村;锂电池概念;深股通;融资融券,000902
8.0,603565.SH,17,高股息精选;航运概念;统一大市场;冷链物流;智能物流;数据要素;融资融券;沪股通,603565
10.0,000526.SZ,33,在线教育;职业教育;体育产业;DeepSeek概念;人工智能;福建自贸区;民营医院;海峡两岸;低空经济;深股通,000526
5.0,601555.SH,17,期货概念;国企改革;创投;沪股通;融资融券,601555
22.0,000665.SZ,33,数据确权;在线教育;智慧政务;国资云;数据要素;智慧城市;云计算;元宇宙;AI智能体;数字乡村;腾讯概念;人工智能;文化传媒概念;算力租赁;短剧游戏;虚拟现实;华为概念;物业管理;数据中心(AIDC);5G;深股通;融资融券,000665
16.0,603588.SH,17,金属铅;黄金概念;金属铜;金属回收;小金属概念;金属镍;2025年报预增;固废处理;土壤修复;垃圾分类;一带一路;污水处理;PPP概念;生物质能发电;沪股通;融资融券,603588
16.0,600267.SH,17,仿制药一致性评价;医药电商;创新药;流感;阿尔茨海默概念;减肥药;动物疫苗;合成生物;医美概念;青蒿素;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,600267
7.0,603110.SH,17,算力租赁;PCB概念;东数西算(算力);数据中心(AIDC);AIGC概念;石墨烯;DeepSeek概念,603110
11.0,603507.SH,17,氢能源;光热发电;风电;海工装备;光伏概念;一带一路;专精特新;人民币贬值受益;机器人概念;商业航天;融资融券,603507
10.0,003025.SZ,33,新型工业化;机器人概念;工业互联网;一体化压铸;专精特新;工业母机;数字经济;新能源汽车;军工;高端装备,003025
8.0,603883.SH,17,医药电商;养老概念;医疗器械概念;智能医疗;AI智能体;腾讯概念;沪股通;融资融券,603883
11.0,002244.SZ,33,租售同权;特色小镇;物业管理;证金持股;养老概念;乡村振兴;共同富裕示范区;海峡两岸;固态电池;深股通;融资融券,002244
12.0,688151.SH,17,兵装重组概念;军民融合;国产航母;央企国企改革;军工;核污染防治;国企改革;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,688151
10.0,600177.SH,17,高股息精选;证金持股;参股保险;冰雪产业;参股银行;三胎概念;养老概念;互联网金融;沪股通;融资融券,600177
6.0,301207.SZ,33,禽流感;生物疫苗;肝炎概念;流感;深股通;融资融券,301207
11.0,000028.SZ,33,医药电商;医美概念;冷链物流;国企改革;医疗器械概念;智能医疗;央企国企改革;智能物流;2025年报预增;深股通;融资融券,000028
3.0,601577.SH,17,高股息精选;融资融券;沪股通,601577
8.0,603103.SH,17,短剧游戏;IP经济(谷子经济);文化传媒概念;共同富裕示范区;AI应用;虚拟现实;沪股通;融资融券,603103
11.0,601872.SH,17,航运概念;俄乌冲突概念;天然气;上海自贸区;高股息精选;一带一路;海峡两岸;央企国企改革;国企改革;融资融券;沪股通,601872
4.0,688721.SH,17,芯片概念;专精特新;沪股通;融资融券,688721
25.0,000333.SZ,33,超级品牌;高股息精选;证金持股;同花顺漂亮100;同花顺出海50;净水概念;一带一路;家用电器;空气能热泵;深股通;融资融券;智能家居;汽车热管理;AI智能体;工业互联网;机器人概念;人形机器人;物联网;储能;智能电网;华为概念;液冷服务器;数据中心(AIDC);芯片概念;MCU芯片,000333
13.0,301230.SZ,33,CRO概念;创新药;智能医疗;流感;合成生物;医疗器械概念;ChatGPT概念;多模态AI;AI应用;人工智能;2025年报预增;人民币贬值受益;融资融券,301230
48.0,300608.SZ,33,云办公;华为欧拉;算力租赁;云计算;华为鲲鹏;数据安全;财税数字化;电子身份证;智慧政务;信创;Web3.0;数据确权;东数西算(算力);多模态AI;鸿蒙概念;人脸识别;语音技术;数据要素;AI智能体;数字孪生;区块链;智慧城市;AIGC概念;在线教育;数据中心(AIDC);AI应用;虚拟数字人;物联网;C2M概念;车联网(车路协同);DeepSeek概念;互联网金融;华为概念;数字经济;6G概念;5G;人工智能;职业教育;工业互联网;智能医疗;卫星导航;消费电子概念;低空经济;机器人概念;MicroLED概念;雄安新区;乡村振兴;股权转让(并购重组),300608
8.0,000166.SZ,33,期货概念;证金持股;国企改革;新疆振兴;西部大开发;深股通;融资融券;2025年报预增,000166
8.0,600903.SH,17,页岩气;天然气;地下管网;氢能源;西部大开发;国企改革;沪股通;融资融券,600903
9.0,688112.SH,17,芯片概念;苹果概念;英伟达概念;专精特新;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券,688112
12.0,600641.SH,17,第三代半导体;存储芯片;芯片概念;OLED;TOPCON电池;光伏概念;固态电池;小金属概念;创投;沪股通;股权转让(并购重组);融资融券,600641
5.0,600694.SH,17,免税店;高股息精选;证金持股;沪股通;融资融券,600694
12.0,600887.SH,17,超级品牌;高股息精选;证金持股;乳业;同花顺漂亮100;三胎概念;生态农业;宠物经济;西部大开发;沪股通;融资融券;华为概念,600887
6.0,600369.SH,17,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,600369
9.0,002821.SZ,33,CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券,002821
10.0,000913.SZ,33,冰雪产业;高股息精选;共同富裕示范区;两轮车;中俄贸易概念;创投;新能源汽车;锂电池概念;融资融券;深股通,000913
9.0,600350.SH,17,高股息精选;参股券商;PPP概念;参股银行;国企改革;绿色电力;沪股通;融资融券;智慧城市,600350
17.0,002643.SZ,33,光刻胶;PEEK材料;芯片概念;钙钛矿电池;OLED;锂电池概念;光伏概念;固态电池;燃料电池;人民币贬值受益;光纤概念;供销社;国企改革;肝炎概念;仿制药一致性评价;深股通;融资融券,002643
5.0,603676.SH,17,维生素;仿制药一致性评价;三胎概念;西部大开发;沪股通,603676
6.0,000698.SZ,33,消毒剂;丙烯酸;国企改革;ST板块;央企国企改革;POE胶膜,000698
15.0,002386.SZ,33,磷化工;钛白粉概念;水泥概念;煤炭概念;西部大开发;锂电池概念;氢能源;国企改革;固态电池;绿色电力;宁德时代概念;储能;工业互联网;融资融券;深股通,002386
7.0,002005.SZ,33,ST板块;华为汽车;横琴新区;人民币贬值受益;家用电器;新能源汽车;MiniLED,002005
5.0,001367.SZ,33,仿制药一致性评价;合成生物;人民币贬值受益;专精特新;融资融券,001367
4.0,601658.SH,17,高股息精选;国企改革;融资融券;沪股通,601658
3.0,001358.SZ,33,净水概念;碳中和;融资融券,001358
2.0,300575.SZ,33,人民币贬值受益;创新药,300575
10.0,000859.SZ,33,光刻胶;柔性屏(折叠屏);芯片概念;新能源汽车;装配式建筑;雄安新区;一带一路;国企改革;深股通;融资融券,000859
7.0,300633.SZ,33,宠物经济;智能医疗;中俄贸易概念;医疗器械概念;人工智能;融资融券;深股通,300633
6.0,301108.SZ,33,三胎概念;宠物经济;合成生物;重组蛋白;2025年报预增;融资融券,301108
7.0,600612.SH,17,IP经济(谷子经济);国企改革;黄金概念;小金属概念;沪股通;融资融券;AI眼镜,600612
9.0,688765.SH,17,重组蛋白;创新药;注册制次新股;人民币贬值受益;农业种植;转基因;科创次新股;新股与次新股;融资融券,688765
19.0,688316.SH,17,算力租赁;云计算;智谱AI;华为欧拉;华为鲲鹏;东数西算(算力);网络安全;信创;智慧政务;数据中心(AIDC);英伟达概念;物联网;华为概念;DeepSeek概念;数字经济;互联网金融;低空经济;无人驾驶;融资融券,688316
13.0,920223.BJ,151,汽车热管理;一带一路;PCB概念;海峡两岸;融资融券;航空发动机;液冷服务器;消费电子概念;比亚迪概念;新能源汽车;富士康概念;储能;专精特新,920223
20.0,002229.SZ,33,算力租赁;数字水印;云计算;Web3.0;ChatGPT概念;AIGC概念;东数西算(算力);虚拟数字人;数据要素;区块链;元宇宙;数字经济;DeepSeek概念;数据中心(AIDC);人工智能;福建自贸区;体育产业;海峡两岸;融资融券;深股通,002229
6.0,688513.SH,17,创新药;仿制药一致性评价;智能医疗;西部大开发;沪股通;融资融券,688513
16.0,600686.SH,17,智能物流;长安汽车概念;燃料电池;福建自贸区;国企改革;氢能源;海峡两岸;安防;车联网(车路协同);百度概念;2025年报预增;无人驾驶;新能源汽车;华为概念;融资融券;沪股通,600686
8.0,300522.SZ,33,染料;光刻胶;石墨烯;固态电池;5G;储能;PCB概念;股权转让(并购重组),300522
9.0,600061.SH,17,期货概念;证金持股;参股券商;信托概念;国企改革;雄安新区;央企国企改革;沪股通;融资融券,600061
14.0,603139.SH,17,农业种植;NMN概念;幽门螺杆菌概念;乡村振兴;三胎概念;毛发医疗;流感;医药电商;西部大开发;医疗器械概念;合成生物;牙科医疗;肝炎概念;股权转让(并购重组),603139
