所属概念数量,所属概念,股票代码,market_code,code
13.0,民营医院;养老概念;三胎概念;智能医疗;西部大开发;创新药;人工智能;DeepSeek概念;AI应用;AI智能体;机器人概念;深股通;融资融券,002219.SZ,33,002219
2.0,工业互联网;融资融券,688133.SH,17,688133
16.0,人形机器人;电力物联网;传感器;机器人概念;智能电网;区块链;虚拟电厂;特高压;物联网;储能;芯片概念;光伏概念;钙钛矿电池;存储芯片;沪股通;融资融券,688611.SH,17,688611
7.0,特斯拉概念;新能源汽车;军工;机器人概念;家用电器;国企改革;医药电商,300626.SZ,33,300626
18.0,汽车芯片;MCU芯片;WiFi 6;第三代半导体;存储芯片;芯片概念;MiniLED;5G;先进封装;无线耳机;新型烟草(电子烟);专精特新;毫米波雷达;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,300671.SZ,33,300671
13.0,国产航母;军工信息化;军民融合;军工;卫星导航;无人机;央企国企改革;高端装备;2025年报预增;国企改革;证金持股;沪股通;融资融券,600435.SH,17,600435
14.0,第三代半导体;芯片概念;专精特新;空气能热泵;数据中心(AIDC);光伏概念;燃料电池;海峡两岸;工业互联网;氢能源;冷链物流;雄安新区;深股通;融资融券,002158.SZ,33,002158
5.0,机器人概念;新能源汽车;农机;长安汽车概念;燃料电池,603926.SH,17,603926
5.0,海工装备;天然气;参股银行;新股与次新股;融资融券,920188.BJ,151,920188
33.0,三胎概念;ST板块;IP经济(谷子经济);网络游戏;乡村振兴;在线教育;数据确权;区块链;Web3.0;数字经济;京津冀一体化;数字乡村;智慧政务;文化传媒概念;数字水印;数据安全;AI应用;空间计算;人工智能;AIGC概念;虚拟数字人;AI智能体;ChatGPT概念;海峡两岸;元宇宙;短剧游戏;算力租赁;机器人概念;MR(混合现实);虚拟现实;量子科技;华为概念;东数西算(算力),300081.SZ,33,300081
17.0,煤化工概念;丙烯酸;氟化工概念;PVDF概念;消毒剂;新疆振兴;超级品牌;锂电池概念;参股券商;国企改革;上海国企改革;回购增持再贷款概念;创投;沪股通;DeepSeek概念;芯片概念;融资融券,600623.SH,17,600623
15.0,PCB概念;消费电子概念;新型烟草(电子烟);5G;OLED;3D打印;碳纤维;新能源汽车;无人机;2025年报预增;机器人概念;可降解塑料;NMN概念;网约车;创投,300221.SZ,33,300221
15.0,煤炭概念;煤化工概念;天然气;碳中和;氢能源;污水处理;燃料电池;深股通;储能;超级电容;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券,000723.SZ,33,000723
40.0,MicroLED概念;MiniLED;柔性屏(折叠屏);智慧灯杆;OLED;商业航天;智能穿戴;消费电子概念;AI眼镜;第三代半导体;虚拟现实;海工装备;空间计算;小米概念;华为概念;无人机;元宇宙;芯片概念;人形机器人;无人驾驶;机器视觉;智慧城市;抖音概念(字节概念);数据要素;AIGC概念;AI应用;人工智能;腾讯概念;DeepSeek概念;京津冀一体化;虚拟数字人;一带一路;雄安新区;文化传媒概念;IP经济(谷子经济);乡村振兴;体育产业;旅游概念;深股通;融资融券,300296.SZ,33,300296
13.0,稀土永磁;小金属概念;2025年报预增;低空经济;新能源汽车;机器人概念;人形机器人;消费电子概念;家用电器;高压快充;绿色电力;深股通;融资融券,300224.SZ,33,300224
3.0,抖音概念(字节概念);物业管理;文化传媒概念,600234.SH,17,600234
23.0,华为鲲鹏;多模态AI;云计算;鸿蒙概念;AI智能体;电力物联网;AI应用;数据要素;百度概念;区块链;智慧城市;人脸识别;安防;ETC;车联网(车路协同);人工智能;物联网;数字经济;芯片概念;智能医疗;机器视觉;创投;AI眼镜,300448.SZ,33,300448
14.0,小米汽车;长安汽车概念;专精特新;机器人概念;比亚迪概念;车联网(车路协同);福建自贸区;小米概念;物联网;宁德时代概念;智能座舱;储能;深股通;融资融券,301600.SZ,33,301600
10.0,福建自贸区;职业教育;海峡两岸;军工;高端装备;地下管网;中俄贸易概念;智能物流;国企改革;沪股通,600815.SH,17,600815
14.0,环氧丙烷;氟化工概念;煤化工概念;消毒剂;氢能源;锂电池概念;燃料电池;回购增持再贷款概念;参股银行;绿色电力;参股保险;芯片概念;沪股通;融资融券,601678.SH,17,601678
14.0,第三代半导体;汽车芯片;MCU芯片;芯片概念;高压快充;数据中心(AIDC);光伏概念;储能;专精特新;新能源汽车;低空经济;人民币贬值受益;融资融券;沪股通,603290.SH,17,603290
7.0,同花顺中特估100;装配式建筑;PPP概念;机器人概念;光伏概念;融资融券;深股通,002541.SZ,33,002541
18.0,可燃冰;页岩气;俄乌冲突概念;天然气;海工装备;中俄贸易概念;一带一路;氢能源;商业航天;无人机;高端装备;碳纤维;人工智能;两轮车;AI应用;专精特新;2025年报预增;机器人概念,002278.SZ,33,002278
6.0,航运概念;国企改革;雄安新区;京津冀一体化;沪股通;融资融券,601326.SH,17,601326
14.0,光刻机;液冷服务器;芯片概念;数据中心(AIDC);专精特新;宁德时代概念;高端装备;换电概念;新能源汽车;储能;2025年报预增;氢能源;深股通;融资融券,300990.SZ,33,300990
16.0,露营经济;足球概念;土壤修复;体育产业;新型城镇化;PPP概念;冰雪产业;污水处理;碳中和;IP经济(谷子经济);乡村振兴;水利;雄安新区;碳交易;京津冀一体化;旅游概念,002887.SZ,33,002887
18.0,网络游戏;新型工业化;机器人概念;人工智能;工业互联网;比亚迪概念;短剧游戏;锂电池概念;机器视觉;C2M概念;华为概念;储能;光伏概念;TOPCON电池;HJT电池;5G;6G概念;深股通,300307.SZ,33,300307
5.0,军工;高端装备;专精特新;京津冀一体化;融资融券,300922.SZ,33,300922
15.0,华为手机;柔性屏(折叠屏);消费电子概念;小米概念;比亚迪概念;华为概念;汽车热管理;新能源汽车;2025年报预增;宁德时代概念;智能家居;储能;三胎概念;深股通;融资融券,002824.SZ,33,002824
15.0,盐湖提锂;锂电池概念;宁德时代概念;同花顺出海50;人民币贬值受益;储能;新型工业化;一带一路;光伏建筑一体化;高端装备;机器人概念;充电桩;海工装备;沪股通;融资融券,600499.SH,17,600499
10.0,化肥;磷化工;生态农业;农村电商;水泥概念;土壤修复;乡村振兴;国企改革;锂电池概念;深股通,002470.SZ,33,002470
12.0,磷化工;化肥;生态农业;硅能源;玉米;锂电池概念;农业种植;乡村振兴;西部大开发;电子竞技;融资融券;深股通,002539.SZ,33,002539
6.0,粮食概念;生态农业;乡村振兴;统一大市场;跨境电商;2026一季报预增,000626.SZ,33,000626
17.0,富士康概念;PCB概念;苹果概念;光刻胶;消费电子概念;柔性屏(折叠屏);专精特新;汽车电子;无线耳机;华为概念;特斯拉概念;新能源汽车;虚拟现实;石墨烯;储能;氢能源;深股通,300806.SZ,33,300806
15.0,绿色电力;数据要素;职业教育;水利;储能;时空大数据;智慧城市;新型城镇化;水泥概念;氢能源;粤港澳大湾区;回购增持再贷款概念;小金属概念;融资融券;沪股通,600868.SH,17,600868
7.0,融资融券;碳纤维;比亚迪概念;小米汽车;小米概念;家用电器;3D打印,920089.BJ,151,920089
14.0,AI应用;数字经济;AI智能体;互联网金融;人工智能;工业互联网;华为概念;创投;机器人概念;垃圾分类;高端装备;可降解塑料;煤化工概念;深股通,300384.SZ,33,300384
10.0,数据要素;共同富裕示范区;乡村振兴;生态农业;ST板块;农机;无人机;机器人概念;无人驾驶;新疆振兴,603789.SH,22,603789
7.0,国企改革;回购增持再贷款概念;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,600810.SH,17,600810
13.0,专精特新;建筑节能;新型城镇化;回购增持再贷款概念;华为概念;智慧城市;雄安新区;人工智能;信创;数据要素;蚂蚁集团概念;华为鲲鹏;融资融券,301197.SZ,33,301197
4.0,白酒概念;沪股通;西部大开发;融资融券,600779.SH,17,600779
13.0,中国AI 50;芯片概念;信创;东数西算(算力);阿里巴巴概念;抖音概念(字节概念);百度概念;腾讯概念;人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,688041.SH,17,688041
22.0,安防;快手概念;人工智能;物联网;智慧城市;智能家居;机器视觉;阿里巴巴概念;无人机;机器人概念;跨境电商;新型城镇化;传感器;储能;人形机器人;数据中心(AIDC);MCU芯片;芯片概念;核电;氢能源;融资融券;深股通,002960.SZ,33,002960
5.0,脑机接口;智能医疗;民营医院;深股通;融资融券,301293.SZ,33,301293
51.0,MLOps概念;算力租赁;华为昇腾;数字水印;云计算;华为欧拉;数据安全;华为鲲鹏;东数西算(算力);多模态AI;AI语料;智慧政务;Web3.0;信创;ChatGPT概念;电子身份证;互联网保险;时空大数据;AIGC概念;数据中心(AIDC);AI智能体;鸿蒙概念;虚拟数字人;数据要素;区块链;数字乡村;AI手机;AI应用;元宇宙;数字孪生;智慧城市;华为概念;互联网金融;5G;DeepSeek概念;物联网;数字经济;虚拟现实;人工智能;机器视觉;虚拟电厂;职业教育;工业互联网;新型工业化;人形机器人;京津冀一体化;海工装备;碳中和;乡村振兴;深股通;融资融券,300166.SZ,33,300166
27.0,数字货币;电子身份证;移动支付;跨境支付(CIPS);Web3.0;区块链;信创;数据安全;网络安全;车联网(车路协同);横琴新区;安防;物联网;华为概念;工业互联网;粤港澳大湾区;低空经济;量子科技;一带一路;中俄贸易概念;无人机;卫星导航;国企改革;5G;消费电子概念;深股通;融资融券,002017.SZ,33,002017
12.0,比亚迪概念;新能源汽车;毫米波雷达;人形机器人;无人机;小米汽车;长安汽车概念;华为汽车;百度概念;特斯拉概念;碳纤维;融资融券,301133.SZ,33,301133
14.0,PCB概念;PET铜箔;华为手机;芯片概念;固态电池;锂电池概念;专精特新;光伏概念;高端装备;2025年报预增;海峡两岸;HJT电池;融资融券;沪股通,688700.SH,17,688700
15.0,军工信息化;军民融合;太赫兹;军工;卫星导航;横琴新区;商业航天;高端装备;海工装备;6G概念;量子科技;5G;芯片概念;第三代半导体;ST板块,300123.SZ,33,300123
7.0,煤炭概念;煤化工概念;证金持股;沪股通;融资融券;国企改革;回购增持再贷款概念,601666.SH,17,601666
4.0,国企改革;央企国企改革;新能源汽车;融资融券,600469.SH,17,600469
28.0,大飞机;同花顺新质50;超导概念;军工;3D打印;铜缆高速连接;核电;海峡两岸;消费电子概念;华为海思概念股;智能电网;华为概念;数据中心(AIDC);风电;高压快充;新能源汽车;比亚迪概念;充电桩;机器人概念;工业互联网;人形机器人;粤港澳大湾区;互联网金融;医疗器械概念;绿色电力;锂电池概念;深股通;融资融券,002130.SZ,33,002130
9.0,金属铅;金属铜;金属锌;小金属概念;注册制次新股;国企改革;深股通;新股与次新股;融资融券,001257.SZ,33,001257
10.0,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;融资融券;深股通,000408.SZ,33,000408
35.0,阿里巴巴概念;移动支付;东数西算(算力);AI智能体;区块链;车联网(车路协同);毫米波雷达;物联网;人工智能;DeepSeek概念;机器视觉;卫星导航;商业航天;工业互联网;智能座舱;人形机器人;低空经济;机器人概念;智能电网;5G;汽车电子;海峡两岸;WiFi 6;AI眼镜;粤港澳大湾区;新能源汽车;消费电子概念;虚拟电厂;比亚迪概念;专精特新;人民币贬值受益;宠物经济;股权转让(并购重组);深股通;融资融券,300638.SZ,33,300638
16.0,页岩气;可燃冰;天然气;煤化工概念;同花顺中特估100;高股息精选;中字头股票;证金持股;沪股通;融资融券;央企国企改革;国企改革;氢能源;一带一路;回购增持再贷款概念;充电桩,600028.SH,17,600028
30.0,天然气;冷链物流;福建自贸区;可控核聚变;一带一路;雅下水电概念;海工装备;氢能源;水利;海峡两岸;冰雪产业;体育产业;核电;燃料电池;空气能热泵;碳中和;高端装备;数字经济;商业航天;工业互联网;物联网;华为概念;抽水蓄能;数据中心(AIDC);阿里巴巴概念;液冷服务器;东数西算(算力);腾讯概念;深股通;融资融券,002639.SZ,33,002639
2.0,天然气;俄乌冲突概念,603036.SH,17,603036
10.0,低空经济;人形机器人;飞行汽车(eVTOL);一体化压铸;特斯拉概念;新能源汽车;宁德时代概念;沪股通;中芯国际概念;融资融券,603358.SH,17,603358
23.0,减速器;人形机器人;工业母机;新型工业化;传感器;机器人概念;富士康概念;商业航天;比亚迪概念;新能源汽车;人工智能;高端装备;专精特新;PCB概念;2025年报预增;燃料电池;海峡两岸;芯片概念;粤港澳大湾区;光伏概念;氢能源;融资融券;深股通,300503.SZ,33,300503
4.0,专精特新;高端装备;医疗器械概念;融资融券,688310.SH,17,688310
17.0,小金属概念;航空发动机;大飞机;商业航天;军工;国产航母;无人机;3D打印;核电;海工装备;苹果概念;燃料电池;回购增持再贷款概念;西部大开发;国企改革;融资融券;沪股通,600456.SH,17,600456
11.0,注册制次新股;光刻胶;宁德时代概念;固态电池;锂电池概念;芯片概念;比亚迪概念;工业互联网;高端装备;新股与次新股;融资融券,301599.SZ,33,301599
19.0,军民融合;国产航母;商业航天;军工;高端装备;中字头股票;工业母机;核电;金属镍;特斯拉概念;央企国企改革;一带一路;小金属概念;国企改革;黑龙江自贸区;风电;同花顺中特估100;沪股通;融资融券,601106.SH,17,601106
8.0,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,688799.SH,17,688799
6.0,军工信息化;军民融合;军工;专精特新;黑龙江自贸区;融资融券,688011.SH,17,688011
12.0,先进封装;存储芯片;汽车芯片;MCU芯片;芯片概念;第三代半导体;消费电子概念;5G;传感器;专精特新;粤港澳大湾区;融资融券,688216.SH,17,688216
21.0,国家大基金持股;中芯国际概念;存储芯片;先进封装;OLED;芯片概念;MiniLED;富士康概念;柔性屏(折叠屏);苹果概念;MR(混合现实);AI眼镜;小米概念;机器视觉;虚拟现实;华为概念;比亚迪概念;宁德时代概念;锂电池概念;深股通;融资融券,300567.SZ,33,300567
11.0,共同富裕示范区;智能物流;人民币贬值受益;机器人概念;新能源汽车;汽车拆解概念;军工;储能;锂电池概念;沪股通;融资融券,603194.SH,17,603194
