股票代码,所属概念数量,market_code,code,所属概念
688102.SH,16,17,688102,航空发动机;商业航天;可控核聚变;3D打印;共封装光学(CPO);芯片概念;核电;特高压;新能源汽车;充电桩;独角兽概念;DeepSeek概念;医疗器械概念;西部大开发;沪股通;融资融券
002193.SZ,5,33,002193,新疆振兴;数字经济;ST板块;工业互联网;人民币贬值受益
601718.SH,16,22,601718,ST板块;乡村振兴;文化传媒概念;体育产业;露营经济;国企改革;数字经济;央企国企改革;数字孪生;安防;军民融合;储能;军工;核污染防治;专精特新;智能穿戴
688272.SH,12,17,688272,军民融合;卫星导航;无人机;军工;量子科技;车联网(车路协同);机器视觉;专精特新;机器人概念;无人驾驶;芯片概念;融资融券
002485.SZ,3,33,002485,旅游概念;特色小镇;ST板块
600238.SH,7,22,600238,ST板块;白酒概念;跨境电商;养老概念;海南自贸区;国企改革;专精特新
300401.SZ,6,33,300401,合成生物;维生素;仿制药一致性评价;专精特新;融资融券;深股通
920006.BJ,7,151,920006,军民融合;航空发动机;专精特新;融资融券;军工;无人机;减速器
600624.SH,8,22,600624,物业管理;仿制药一致性评价;肝炎概念;ST板块;创投;国企改革;数字经济;量子科技
301050.SZ,13,33,301050,军工信息化;卫星导航;商业航天;军工;无人机;毫米波雷达;6G概念;专精特新;西部大开发;芯片概念;先进封装;深股通;融资融券
600265.SH,4,22,600265,ST板块;农业种植;西部大开发;算力租赁
002872.SZ,4,33,002872,西部大开发;ST板块;流感;仿制药一致性评价
603680.SH,5,17,603680,高铁;一带一路;充电桩;储能;沪股通
002360.SZ,4,33,002360,民爆概念;ST板块;可降解塑料;光伏概念
600730.SH,14,22,600730,化债概念(AMC概念);物业管理;创投;参股券商;国企改革;芯片概念;职业教育;人工智能;在线教育;AI应用;DeepSeek概念;信创;ST板块;股权转让(并购重组)
603983.SH,4,17,603983,重组蛋白;合成生物;DeepSeek概念;沪股通
002977.SZ,7,33,002977,军工信息化;卫星导航;军工;商业航天;ST板块;西部大开发;第三代半导体
688277.SH,6,17,688277,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券
603822.SH,3,22,603822,碳中和;长三角一体化;ST板块
600187.SH,8,22,600187,ST板块;PPP概念;空气能热泵;污水处理;黑龙江自贸区;独角兽概念;储能;股权转让(并购重组)
601890.SH,8,17,601890,国产航母;军民融合;海工装备;军工;高端装备;风电;沪股通;融资融券
603677.SH,7,17,603677,家用电器;空气能热泵;国企改革;机器人概念;新能源汽车;无人机;传感器
603557.SH,2,22,603557,ST板块;三胎概念
002061.SZ,12,33,002061,国企改革;PPP概念;装配式建筑;新型城镇化;共同富裕示范区;水利;一带一路;长三角一体化;人工智能;机器人概念;深股通;融资融券
605222.SH,16,17,605222,大飞机;商业航天;海工装备;军工;可控核聚变;核电;柔性直流输电;机器人概念;特高压;特斯拉概念;充电桩;光伏概念;数据中心(AIDC);储能;风电;沪股通
000821.SZ,17,33,000821,钙钛矿电池;TOPCON电池;HJT电池;高端装备;机器人概念;智能物流;ST板块;新能源汽车;特斯拉概念;独角兽概念;光伏概念;人工智能;储能;无人机;锂电池概念;机器视觉;BC电池
301616.SZ,6,33,301616,机器人概念;高端装备;专精特新;参股银行;可降解塑料;融资融券
000711.SZ,15,33,000711,金属锌;小金属概念;金属回收;无人机;物联网;黑龙江自贸区;固废处理;一带一路;ST板块;水利;污水处理;土壤修复;雄安新区;乡村振兴;PPP概念
300501.SZ,3,33,300501,锂电池概念;固态电池;消费电子概念
001208.SZ,22,33,001208,卫星导航;商业航天;军工;海工装备;核电;高铁;特高压;可控核聚变;水利;高端装备;充电桩;专精特新;工业互联网;机器人概念;风电;比亚迪概念;新能源汽车;光伏概念;人形机器人;新疆振兴;国企改革;深股通
002384.SZ,23,33,002384,共封装光学(CPO);光纤概念;同花顺果指数;PCB概念;MiniLED;苹果概念;AI手机;芯片概念;5G;消费电子概念;智能穿戴;2026一季报预增;数据中心(AIDC);小米概念;高压快充;华为概念;特斯拉概念;人形机器人;新能源汽车;机器人概念;深股通;人民币贬值受益;融资融券
002667.SZ,8,33,002667,金属铅;金属锌;垃圾分类;小金属概念;磷化工;储能;ST板块;锂电池概念
600082.SH,5,22,600082,天津自贸区;京津冀一体化;创投;国企改革;ST板块
002082.SZ,12,33,002082,仿制药一致性评价;创新药;阿尔茨海默概念;生物疫苗;流感;肝炎概念;医药电商;ST板块;医疗器械概念;共同富裕示范区;一带一路;2026一季报预增
600259.SH,11,17,600259,稀土永磁;小金属概念;2026一季报预增;金属铜;粤港澳大湾区;海南自贸区;央企国企改革;国企改革;融资融券;中字头股票;沪股通
603828.SH,6,22,603828,ST板块;光伏建筑一体化;建筑节能;装配式建筑;PPP概念;新型城镇化
603922.SH,3,22,603922,新能源汽车;ST板块;动力电池回收
301135.SZ,28,33,301135,人脸识别;家用电器;智能家居;语音技术;人工智能;机器人概念;物联网;工业互联网;AI智能体;养老概念;DeepSeek概念;医疗器械概念;海峡两岸;空气能热泵;智能医疗;腾讯概念;三胎概念;传感器;宠物经济;锂电池概念;充电桩;毫米波雷达;储能;消费电子概念;汽车电子;芯片概念;PCB概念;融资融券
603960.SH,18,17,603960,新型工业化;高端装备;机器视觉;汽车热管理;华为汽车;机器人概念;无人驾驶;新能源汽车;智能物流;燃料电池;汽车电子;华为概念;芯片概念;AI应用;氢能源;共封装光学(CPO);沪股通;融资融券
002199.SZ,3,33,002199,股权转让(并购重组);锂电池概念;ST板块
603377.SH,4,22,603377,ST板块;职业教育;人工智能;虚拟现实
603789.SH,10,22,603789,生态农业;乡村振兴;共同富裕示范区;新疆振兴;数据要素;ST板块;农机;无人机;机器人概念;无人驾驶
002650.SZ,1,33,002650,ST板块
002598.SZ,21,33,002598,ST板块;污水处理;碳交易;国企改革;工业互联网;军民融合;物联网;机器人概念;高端装备;军工;碳纤维;核电;无人机;储能;钠离子电池;锂电池概念;传感器;数据中心(AIDC);固态电池;芯片概念;PCB概念
300942.SZ,7,33,300942,宠物经济;食品安全;医疗器械概念;流感;粤港澳大湾区;专精特新;融资融券
600084.SH,8,22,600084,ST板块;农业种植;白酒概念;新疆振兴;乡村振兴;化债概念(AMC概念);国企改革;西部大开发
600759.SH,7,22,600759,俄乌冲突概念;天然气;ST板块;土地流转;海南自贸区;一带一路;人民币贬值受益
688177.SH,3,17,688177,创新药;沪股通;融资融券
002168.SZ,15,33,002168,国企改革;西部大开发;创投;网络游戏;手机游戏;区块链;ST板块;腾讯概念;新能源汽车;充电桩;华为概念;光伏概念;智能电网;储能;高压快充
002005.SZ,7,33,002005,ST板块;横琴新区;人民币贬值受益;家用电器;华为汽车;新能源汽车;MiniLED
002122.SZ,21,33,002122,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人
000078.SZ,9,33,000078,医药电商;仿制药一致性评价;维生素;流感;创新药;ST板块;冷链物流;医疗器械概念;粤港澳大湾区
300970.SZ,4,33,300970,合成生物;农业种植;乡村振兴;融资融券
002528.SZ,25,33,002528,ST板块;深圳国企改革;国企改革;军民融合;数字经济;智慧灯杆;安防;智慧城市;数字孪生;智能家居;人脸识别;数据要素;人民币贬值受益;智慧政务;信创;机器视觉;人工智能;区块链;国资云;物联网;华为鲲鹏;智能医疗;华为概念;东数西算(算力);5G
000639.SZ,7,33,000639,NMN概念;ST板块;网红经济;维生素;体育产业;跨境电商;阿里巴巴概念
688568.SH,30,17,688568,卫星导航;商业航天;军工;无人机;低空经济;时空大数据;多模态AI;云计算;海工装备;同花顺新质50;AI智能体;数据要素;数字孪生;AIGC概念;东数西算(算力);智慧城市;AI应用;人工智能;水利;数据中心(AIDC);DeepSeek概念;数字经济;空间计算;华为概念;国企改革;碳中和;碳交易;中字头股票;沪股通;融资融券
600508.SH,9,17,600508,煤炭概念;超超临界发电;绿色电力;国企改革;央企国企改革;虚拟电厂;储能;沪股通;融资融券
920346.BJ,21,151,920346,数据中心(AIDC);飞行汽车(eVTOL);车联网(车路协同);长安汽车概念;融资融券;机器人概念;长三角一体化;智能家居;新能源汽车;智能物流;无人驾驶;小米汽车;净水概念;家用电器;华为汽车;充电桩;PCB概念;人民币贬值受益;低空经济;人形机器人;储能
301665.SZ,7,33,301665,草甘膦;生态农业;一带一路;人民币贬值受益;氟化工概念;深股通;融资融券
688266.SH,5,17,688266,重组蛋白;创新药;细胞免疫治疗;沪股通;融资融券
002717.SZ,35,33,002717,特色小镇;农业种植;新疆振兴;PPP概念;土壤修复;新型城镇化;预制菜;雄安新区;横琴新区;乡村振兴;污水处理;水利;固废处理;ST板块;国企改革;一带一路;数字水印;旅游概念;数字经济;智慧城市;数据确权;网红经济;IP经济(谷子经济);人工智能;元宇宙;ChatGPT概念;光伏概念;粤港澳大湾区;AIGC概念;虚拟数字人;文化传媒概念;华为概念;腾讯概念;虚拟现实;MR(混合现实)
600243.SH,8,22,600243,股权转让(并购重组);减速器;ST板块;新型工业化;工业母机;天然气;西部大开发;医疗器械概念
603755.SH,2,17,603755,预制菜;人工智能
600107.SH,4,22,600107,ST板块;天然气;储能;医药电商
300217.SZ,24,33,300217,人形机器人;华为汽车;智能座舱;汽车热管理;比亚迪概念;传感器;机器人概念;新能源汽车;小米概念;光伏概念;家用电器;专精特新;军工;5G;储能;锂电池概念;固态电池;大飞机;海工装备;光热发电;芯片概念;核电;深股通;融资融券
002822.SZ,17,33,002822,ST板块;装配式建筑;物业管理;PPP概念;乡村振兴;新型城镇化;光伏建筑一体化;医疗器械概念;区块链;粤港澳大湾区;数字货币;风电;华为概念;算力租赁;数据中心(AIDC);光伏概念;东数西算(算力)
002848.SZ,14,33,002848,智能家居;MiniLED;PCB概念;5G;国企改革;医疗器械概念;华为概念;智慧城市;人工智能;东数西算(算力);数字经济;军工;卫星导航;摘帽
002600.SZ,40,33,002600,智能音箱;无线充电;小米概念;无线耳机;AI手机;智能穿戴;碳纤维;3D打印;人形机器人;比亚迪概念;AI眼镜;无人机;新能源汽车;消费电子概念;同花顺果指数;商业航天;机器人概念;液冷服务器;虚拟现实;英伟达概念;充电桩;苹果概念;光伏概念;华为概念;5G;富士康概念;低空经济;MR(混合现实);海峡两岸;柔性屏(折叠屏);储能;减速器;人民币贬值受益;AI PC;人工智能;稀土永磁;共封装光学(CPO);同花顺出海50;深股通;融资融券
600582.SH,11,17,600582,高股息精选;煤炭概念;国企改革;央企国企改革;中俄贸易概念;人工智能;机器人概念;华为概念;沪股通;融资融券;F5G概念
300600.SZ,11,33,300600,国产航母;军民融合;海工装备;军工;核电;商业航天;国企改革;专精特新;机器人概念;风电;储能
002109.SZ,4,33,002109,煤化工概念;ST板块;国企改革;西部大开发
600885.SH,19,17,600885,汽车电子;商业航天;数据中心(AIDC);智能电网;充电桩;华为概念;特斯拉概念;光伏概念;储能;物联网;低空经济;宁德时代概念;飞行汽车(eVTOL);机器人概念;新能源汽车;风电;福建自贸区;沪股通;融资融券
002921.SZ,10,33,002921,农机;减速器;人民币贬值受益;机器人概念;乡村振兴;新能源汽车;燃料电池;光热发电;氢能源;光伏概念
688533.SH,9,17,688533,特斯拉概念;新能源汽车;比亚迪概念;华为概念;汽车电子;芯片概念;智能座舱;沪股通;融资融券
300960.SZ,8,33,300960,高铁;电力物联网;充电桩;储能;绿色电力;芯片概念;超级电容;融资融券
300175.SZ,8,33,300175,土地流转;冷链物流;数字经济;人民币贬值受益;工业大麻;数据中心(AIDC);期货概念;摘帽
300810.SZ,8,33,300810,军工;海工装备;人工智能;专精特新;机器人概念;数据中心(AIDC);芯片概念;深股通
603112.SH,8,17,603112,工业互联网;新能源汽车;DeepSeek概念;机器人概念;3D打印;光伏概念;绿色电力;沪股通
688062.SH,5,17,688062,重组蛋白;创新药;智能医疗;沪股通;融资融券
603190.SH,6,17,603190,一体化压铸;汽车拆解概念;机器人概念;特斯拉概念;新能源汽车;无人驾驶
688517.SH,10,17,688517,智能电网;特高压;柔性直流输电;高压快充;充电桩;储能;高端装备;新能源汽车;高股息精选;融资融券
603028.SH,13,17,603028,专精特新;机器人概念;创投;海工装备;人形机器人;AI应用;光伏建筑一体化;光伏概念;国企改革;特钢概念;TOPCON电池;风电;细胞免疫治疗
002823.SZ,11,33,002823,汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;无人驾驶;人民币贬值受益;机器人概念;燃料电池;锂电池概念;风电;深股通
600734.SH,31,22,600734,ST板块;国资云;华为鲲鹏;智慧政务;数据安全;国产操作系统;职业教育;区块链;数据要素;数字经济;云计算;智慧城市;AI应用;AI智能体;DeepSeek概念;安防;人工智能;算力租赁;虚拟电厂;物联网;创投;福建自贸区;东数西算(算力);国企改革;华为概念;机器人概念;海峡两岸;专精特新;无人机;人形机器人;股权转让(并购重组)
002175.SZ,11,33,002175,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容
300965.SZ,5,33,300965,卫星导航;无人机;军工;军民融合;融资融券
300134.SZ,36,33,300134,柔性屏(折叠屏);新型工业化;物联网;新型烟草(电子烟);6G概念;虚拟现实;智能穿戴;3D打印;小米概念;5G;消费电子概念;苹果概念;华为概念;机器人概念;新能源汽车;军工;工业母机;特斯拉概念;粤港澳大湾区;云游戏;元宇宙;人工智能;职业教育;空间计算;华为手机;AIGC概念;在线教育;锂电池概念;芯片概念;创投;氢能源;文化传媒概念;国企改革;深股通;股权转让(并购重组);融资融券
