所属概念,market_code,所属概念数量,code,股票代码
统一大市场;航运概念;自由贸易港;证金持股;天津自贸区;国企改革;旅游概念;雄安新区;京津冀一体化;沪股通;融资融券,17,11,600717,600717.SH
福建自贸区;海峡两岸;沪股通,17,3,601187,601187.SH
地下管网;粤港澳大湾区;水利;石墨烯,33,4,300599,300599.SZ
特色小镇;海峡两岸;碳中和;国企改革;碳交易;人工智能;互联网金融,33,7,002679,002679.SZ
2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,151,10,920425,920425.BJ
禽流感;合成生物;工业大麻;代糖概念;啤酒概念;参股银行;农业种植;人民币贬值受益;乡村振兴;回购增持再贷款概念;西部大开发;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,33,16,002166,002166.SZ
汽车热管理;人形机器人;特斯拉概念;新能源汽车;比亚迪概念;2025年报预增;融资融券;沪股通,17,8,603009,603009.SH
同花顺出海50;证金持股;同花顺漂亮100;沪股通;融资融券;特斯拉概念;小米汽车;福建自贸区;光伏概念,17,9,600660,600660.SH
创新药;仿制药一致性评价;合成生物;肝炎概念;医疗器械概念;猴痘概念;青蒿素;流感;医药电商;幽门螺杆菌概念,33,10,002923,002923.SZ
国企改革;高铁;沪股通;融资融券;粤港澳大湾区,17,5,601333,601333.SH
医药电商;流感;创新药;三胎概念;西部大开发;深股通;融资融券,33,7,002287,002287.SZ
商业航天;融资融券;机器人概念;新能源汽车;国企改革;减速器;军民融合;军工;专精特新,151,9,920418,920418.BJ
存储芯片;空间计算;智慧灯杆;芯片概念;网约车;新型城镇化;物联网;智慧城市;数据要素;股权转让(并购重组),17,10,605178,605178.SH
机器人概念;物联网;人脸识别;西部大开发;国企改革,17,5,600302,600302.SH
超超临界发电;抽水蓄能;绿色电力;储能;核电;国企改革;融资融券;深股通,33,8,000899,000899.SZ
流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;专精特新;西部大开发;2025年报预增;国企改革;参股券商;股权转让(并购重组),33,13,300534,300534.SZ
商业航天;军工;低空经济;传感器;高端装备;华为海思概念股;特斯拉概念;比亚迪概念;汽车电子;芯片概念;专精特新;海工装备;消费电子概念;华为概念;核电;先进封装;宁德时代概念;中芯国际概念;储能;深股通;融资融券,33,21,300416,300416.SZ
创新药;仿制药一致性评价;医药电商;肝炎概念;流感;幽门螺杆菌概念;维生素;CRO概念;回购增持再贷款概念;深股通,33,10,300705,300705.SZ
水泥概念;雅下水电概念;一带一路;沪股通;融资融券;2026一季报预增,17,6,600801,600801.SH
ST板块;光伏建筑一体化;光伏概念;风电,33,4,300029,300029.SZ
蚂蚁集团概念;AI应用;数据确权;家庭医生;养老概念;智能医疗;数据要素;托育服务;人脸识别;数据安全;Web3.0;DRG/DIP;智慧政务;智慧城市;移动支付;数字经济;在线教育;区块链;信创;DeepSeek概念;华为鲲鹏;ChatGPT概念;AIGC概念;腾讯概念;人工智能;数字水印;参股保险;华为概念;机器视觉;福建自贸区;国企改革;海峡两岸;ST板块,33,33,300096,300096.SZ
污水处理;人民币贬值受益;盐湖提锂;融资融券,17,4,688718,688718.SH
煤炭概念;煤化工概念;小金属概念;深股通;融资融券;国企改革;人形机器人,33,7,000983,000983.SZ
医疗器械概念;人民币贬值受益,17,2,603309,603309.SH
食品安全;融资融券;国企改革;创投;京津冀一体化,151,5,920753,920753.BJ
生物质能发电;绿色电力;氢能源;参股保险;创投;人工智能;华为概念;文化传媒概念;沪股通;AI智能体;融资融券,17,11,600167,600167.SH
特色小镇;土壤修复;PPP概念;新型城镇化;固废处理;旅游概念;横琴新区;预制菜;污水处理;雄安新区;乡村振兴;ST板块;水利;国企改革;光伏概念;IP经济(谷子经济);智慧城市;粤港澳大湾区;数字经济;农业种植;网红经济;一带一路;人工智能;新疆振兴;华为概念;虚拟数字人;数字水印;元宇宙;ChatGPT概念;数据确权;腾讯概念;文化传媒概念;虚拟现实;AIGC概念;MR(混合现实),33,35,002717,002717.SZ
新能源汽车;央企国企改革;国企改革;融资融券,17,4,600469,600469.SH
食品安全;土壤修复;融资融券,33,3,301228,301228.SZ
钠离子电池;固态电池;盐湖提锂;锂电池概念;同花顺漂亮100;储能;两轮车;新型烟草(电子烟);氢能源;智能电网;脑机接口;无线耳机;深股通;融资融券;燃料电池;新能源汽车;粤港澳大湾区;小米概念;人形机器人;长安汽车概念;华为概念;机器人概念;飞行汽车(eVTOL);安防;无人机;低空经济;商业航天;动力电池回收,33,28,300014,300014.SZ
天然气;氢能源;西部大开发;碳中和;国企改革;充电桩;沪股通,17,7,603053,603053.SH
同花顺中特估100;国企改革;高铁;沪股通;融资融券,17,5,601816,601816.SH
绿色电力;碳中和;国企改革;煤炭概念;融资融券;沪股通,17,6,605011,605011.SH
锂电池概念;特钢概念;核电;军工;互联网金融;融资融券;深股通,33,7,002756,002756.SZ
白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;深股通;融资融券;西部大开发;国企改革,33,9,000858,000858.SZ
转基因;粮食概念;海南自贸区;国企改革;一带一路;网红经济;京津冀一体化;融资融券,33,8,000505,000505.SZ
数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,151,13,920198,920198.BJ
重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,17,6,688520,688520.SH
储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券,151,8,920118,920118.BJ
共封装光学(CPO);铜缆高速连接;光纤概念;5G;数据中心;机器视觉;新型工业化;机器人概念;人民币贬值受益;光伏概念;深股通;融资融券,33,12,300913,300913.SZ
天然气;俄乌冲突概念;锂电池概念;中俄贸易概念;一带一路;海工装备;京津冀一体化;融资融券,17,8,603727,603727.SH
互联网金融;西部大开发;创投;融资融券;深股通,33,5,002945,002945.SZ
中韩自贸区;航运概念;同花顺中特估100;高股息精选;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通,17,12,601298,601298.SH
煤化工概念;化肥;磷化工;氟化工概念;生态农业;消毒剂;天然气;有机硅概念;央企国企改革;氢能源;国企改革;乡村振兴;深股通;融资融券,33,14,000830,000830.SZ
重组蛋白;减肥药;创新药;肝炎概念;猴痘概念;仿制药一致性评价;生物疫苗;流感;医药电商;智能医疗;三胎概念;DeepSeek概念;英伟达概念;粤港澳大湾区;融资融券;深股通,33,16,300723,300723.SZ
物业管理;深圳国企改革;新型城镇化;粤港澳大湾区;国企改革;证金持股;深股通;融资融券,33,8,000006,000006.SZ
光伏概念;绿色电力;比亚迪概念;固态电池;锂电池概念;专精特新;融资融券,33,7,301168,301168.SZ
ST板块;房屋检测;机器人概念;传感器;芯片概念;无人机;军工;无人驾驶;智能电网;安防;军民融合;商业航天;卫星导航,33,13,002214,002214.SZ
粤港澳大湾区;土壤修复;固废处理;生物质能发电;碳中和;绿色电力;融资融券,33,7,300854,300854.SZ
煤化工概念;氢能源;固废处理;一带一路;光热发电;储能;深股通;融资融券,33,8,002469,002469.SZ
草甘膦;染料;沪股通;融资融券,17,4,603599,603599.SH
上海国企改革;证金持股;高股息精选;汽车热管理;小米汽车;参股券商;无人驾驶;智能座舱;燃料电池;特斯拉概念;新能源汽车;毫米波雷达;汽车电子;比亚迪概念;沪股通;融资融券;机器视觉;小米概念;大飞机;国企改革;氢能源;储能;固态电池,17,23,600741,600741.SH
高股息精选;沪股通;融资融券,17,3,600919,600919.SH
卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;光纤概念;家用电器;铜缆高速连接,17,9,603703,603703.SH
减肥药;创新药;猴痘概念;智能医疗;肝炎概念;医药电商;DeepSeek概念;粤港澳大湾区;AI应用;中俄贸易概念;沪股通;融资融券,17,12,688321,688321.SH
光纤概念;铜缆高速连接;共封装光学(CPO);特高压;超导概念;液冷服务器;可控核聚变;柔性直流输电;超级电容;6G概念;海工装备;核电;风电;5G;智能电网;光伏概念;数据中心;钙钛矿电池;储能;商业航天;新能源汽车;固态电池;一带一路;锂电池概念;量子科技;氢能源;汽车电子;绿色电力;东数西算(算力);工业互联网;低空经济;机器人概念;华为概念;碳中和;阿里巴巴概念;数字经济;DeepSeek概念;数据要素;证金持股;沪股通;融资融券,17,41,600522,600522.SH
禽流感;流感;生物疫苗;肝炎概念;深股通;融资融券,33,6,301207,301207.SZ
医药电商;眼科医疗;民营医院;仿制药一致性评价;创新药;数字经济;基因测序;沪股通;融资融券,17,9,600993,600993.SH
高端装备;融资融券;机器人概念;智能物流;专精特新,151,5,920810,920810.BJ
AI应用;数字孪生;AIGC概念;融资融券;虚拟现实;智能医疗;人工智能;数字经济;专精特新;AI智能体;3D打印,151,11,920670,920670.BJ
成飞概念;富士康概念;3D打印;新型工业化;大飞机;PCB概念;苹果概念;5G;无人机;军工;机器视觉;军民融合;比亚迪概念;新能源汽车;光纤概念;低空经济;华为概念;粤港澳大湾区;量子科技;医美概念;宁德时代概念;股权转让(并购重组),33,22,300227,300227.SZ
禽流感;动物疫苗;生物疫苗;宠物经济;合成生物;生态农业;转基因;沪股通;融资融券,17,9,688526,688526.SH
青蒿素;医药电商;仿制药一致性评价;创新药;合成生物;NMN概念;减肥药;国企改革;智能医疗;央企国企改革;沪股通;融资融券;DeepSeek概念,17,13,600062,600062.SH
黄金概念;染料;回购增持再贷款概念;污水处理;共同富裕示范区;沪股通;融资融券,17,7,600987,600987.SH
预制菜;共同富裕示范区;长三角一体化;IP经济(谷子经济);虚拟数字人,17,5,603237,603237.SH
融资融券;机器人概念;中俄贸易概念;专精特新,151,4,920454,920454.BJ
创新药;沪股通;融资融券,17,3,688177,688177.SH
融资融券;沪股通,17,2,601665,601665.SH
融资融券;人民币贬值受益,151,2,920950,920950.BJ
物业管理;深圳国企改革;粤港澳大湾区;国企改革;深股通;融资融券,33,6,000029,000029.SZ
柔性直流输电;特高压;芯片概念;西部大开发;国企改革,33,5,300831,300831.SZ
染料;新能源汽车;专精特新;家用电器;融资融券,151,5,920066,920066.BJ
可降解塑料;高铁;新能源汽车;沪股通;融资融券,17,5,603033,603033.SH
医药电商;生物疫苗;肝炎概念;流感;脑机接口;养老概念;眼科医疗;三胎概念;医疗器械概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,33,17,000650,000650.SZ
航运概念;中俄贸易概念;一带一路;国企改革;融资融券,17,5,600798,600798.SH
融资融券;国企改革;可降解塑料;光刻胶;专精特新,151,5,920489,920489.BJ
网红经济;京津冀一体化;回购增持再贷款概念;融资融券;深股通,33,5,000848,000848.SZ
ST板块;化肥;生态农业;农村电商;氢能源;医疗废物处理;乡村振兴;粮食概念;天然气,33,9,002496,002496.SZ
净水概念;碳中和;融资融券,33,3,001358,001358.SZ
央企国企改革;装配式建筑;雅下水电概念;国企改革;建筑节能;雄安新区;光伏建筑一体化;深股通;融资融券;DeepSeek概念,33,10,000786,000786.SZ
西部大开发;玉米;融资融券;农机;农业种植;乳业;乡村振兴;三胎概念,151,8,920786,920786.BJ
ST板块;污水处理;国企改革;细胞免疫治疗;动力电池回收;CRO概念;锂电池概念;智慧灯杆;股权转让(并购重组),33,9,000504,000504.SZ
传感器;专精特新;净水概念;污水处理;物联网;工业互联网;华为概念;水利;地下管网;智慧城市;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,33,14,300897,300897.SZ
宠物经济;人民币贬值受益;融资融券;深股通,33,4,002891,002891.SZ
同花顺中特估100;证金持股;航运概念;国企改革;自由贸易港;沪股通;融资融券,17,7,601018,601018.SH
人形机器人;新型工业化;华为汽车;特斯拉概念;富士康概念;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;工业互联网;无人零售;腾讯概念;光伏概念;车联网(车路协同);无人驾驶;智能物流;储能;风电;汽车拆解概念;垃圾分类;锂电池概念;动力电池回收;固废处理;脑机接口;金属回收;金属镍;金属钴;小金属概念;深股通;融资融券,33,30,002009,002009.SZ
高端装备;中国AI 50;同花顺出海50;同花顺漂亮100;沪股通;融资融券,17,6,601100,601100.SH
智慧城市;数字乡村;ST板块;数字孪生;数字经济;人工智能;智慧政务;数据要素;华为鲲鹏;车联网(车路协同);ETC;创投;元宇宙;华为概念;东数西算(算力);百度概念;区块链;阿里巴巴概念;数据中心;共同富裕示范区;机器人概念;家庭医生;无人驾驶;智能医疗,33,24,300020,300020.SZ
减肥药;创新药;仿制药一致性评价;重组蛋白;生物疫苗;流感;辅助生殖;猴痘概念;宠物经济;基因测序;横琴新区;DeepSeek概念;深股通;融资融券,33,14,000513,000513.SZ
养鸡;生态农业;预制菜;生物质能发电;融资融券,33,5,002234,002234.SZ
同花顺中特估100;证金持股;沪股通;融资融券;绿色电力;同花顺漂亮100;参股银行;国企改革;央企国企改革;水利;核电;创投;储能,17,13,600900,600900.SH
化肥;磷化工;土地流转;农业种植;锂电池概念;西部大开发;国企改革;乡村振兴;TOPCON电池;光伏概念;广东自贸区;2025年报预增;粤港澳大湾区;深股通,33,14,000833,000833.SZ
手机游戏;网络游戏;AIGC概念;AI智能体;电子竞技;短剧游戏;虚拟现实;创投;沪股通,17,9,603258,603258.SH
煤化工概念;水泥概念;绿色电力;氢能源;国企改革;西部大开发;沪股通;融资融券,17,8,601568,601568.SH
禽流感;芬太尼;猴痘概念;动物疫苗;生物疫苗;肝炎概念;基因测序;宠物经济;智能医疗;医疗器械概念;食品安全;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,17,15,688298,688298.SH
