所属概念,market_code,所属概念数量,股票代码,code
证金持股;PPP概念;污水处理;国企改革;净水概念;西部大开发;沪股通;融资融券,17,8,601158.SH,601158
新型城镇化;融资融券,33,2,300983.SZ,300983
超超临界发电;绿色电力;参股券商;风电;创投;深股通;融资融券,33,7,000690.SZ,000690
小米概念;华为概念;融资融券,33,3,301045.SZ,301045
煤炭概念;生物质能发电;统一大市场;污水处理;绿色电力;国企改革;中俄贸易概念;碳中和;储能;换电概念;充电桩;智能电网;沪股通,17,13,603071.SH,603071
液冷服务器;数据中心;东数西算(算力);汽车电子;宁德时代概念;比亚迪概念;可控核聚变;新能源汽车;专精特新;充电桩;储能;阿里巴巴概念;腾讯概念;特高压;柔性直流输电;抖音概念(字节概念);军工;锂电池概念;光伏概念;核电;粤港澳大湾区;风电;中俄贸易概念;一带一路;天然气;深股通;融资融券,33,27,300499.SZ,300499
碳交易;虚拟电厂;碳中和;储能,17,4,605162.SH,605162
同花顺中特估100;央企国企改革;国企改革;国资云;DeepSeek概念;中字头股票;移动支付;数据要素;人工智能;云计算;区块链;数据安全;智能家居;低空经济;卫星导航;物联网;阿里巴巴概念;一带一路;商业航天;量子科技;6G概念;同花顺新质50;中国AI 50;5G;数据中心;沪股通;融资融券,17,27,600050.SH,600050
参股券商;参股保险;国企改革;沪股通;融资融券;核电,17,6,600269.SH,600269
染料;氟化工概念;2025年报预增;深股通;融资融券,33,5,002440.SZ,002440
航运概念;回购增持再贷款概念;统一大市场;上海自贸区;跨境电商;智能物流;自由贸易港;人工智能;融资融券;沪股通,17,10,603713.SH,603713
抽水蓄能;虚拟电厂;绿色电力;储能;钠离子电池;央企国企改革;西部大开发;国企改革;DeepSeek概念;沪股通;融资融券,17,11,600995.SH,600995
ST板块;PPP概念;雄安新区;国企改革;高端装备;水利;海工装备;文化传媒概念,33,8,002586.SZ,002586
雅下水电概念;抽水蓄能;央企国企改革;海工装备;地下管网;水利;一带一路;国企改革;高端装备;农机;高铁;新疆振兴;机器人概念;高压氧舱;新型工业化;乡村振兴;海峡两岸;无人驾驶;华为概念;人工智能;DeepSeek概念;沪股通;融资融券,17,23,688425.SH,688425
长安汽车概念;机器人概念;新能源汽车;股权转让(并购重组),33,4,002931.SZ,002931
预制菜;冷链物流;长三角一体化,17,3,605089.SH,605089
成飞概念;大飞机;航空发动机;商业航天;减速器;军工;无人机;人形机器人;高端装备;海工装备;新型工业化;机器人概念;水利;新能源汽车;风电;一带一路;回购增持再贷款概念,33,17,300095.SZ,300095
煤炭概念;国企改革;沪股通;融资融券,17,4,601001.SH,601001
网红经济;长三角一体化;智能家居;股权转让(并购重组),33,4,002718.SZ,002718
专精特新;PET铜箔;光伏概念;融资融券;锂电池概念;核污染防治,151,6,920204.BJ,920204
煤炭概念;超超临界发电;绿色电力;风电;回购增持再贷款概念;国企改革;西部大开发;参股券商;2025年报预增;白酒概念;沪股通;融资融券,17,12,600395.SH,600395
黄金概念;IP经济(谷子经济);创投;深股通;融资融券,33,5,002867.SZ,002867
牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;沪股通;AI应用;融资融券,17,9,600763.SH,600763
高股息精选;西部大开发;小米概念;融资融券;沪股通,17,5,601077.SH,601077
空间计算;水利;智慧城市;新型城镇化;低空经济;车联网(车路协同);污水处理;无人机;融资融券,33,9,301505.SZ,301505
特高压;风电;柔性直流输电;氢能源;光伏概念;储能;海工装备;央企国企改革;一带一路;充电桩;高铁;新能源汽车;第三代半导体;国企改革;长安汽车概念;可燃冰;机器人概念;传感器;芯片概念;数据中心;小米概念;国家大基金持股;无人驾驶;汽车芯片;数据要素;沪股通;融资融券,17,27,688187.SH,688187
光刻机;PET铜箔;芯片概念;机器视觉;固态电池;锂电池概念;海工装备;天然气;页岩气;沪股通;融资融券,17,11,603800.SH,603800
可控核聚变;数据中心;华为概念;智能电网;燃料电池;储能;比亚迪概念;新能源汽车;西部大开发;融资融券,17,10,688719.SH,688719
煤化工概念;化肥;土地流转;玉米;磷化工;粮食概念;农村电商;农业种植;供销社;染料;民爆概念;统一大市场;乡村振兴;生物质能发电;建筑节能;装配式建筑;维生素;毛发医疗;创投;光伏概念;医美概念;互联网金融;数字乡村;融资融券;深股通,33,25,002556.SZ,002556
互联网保险;沪股通;融资融券;证金持股;蚂蚁集团概念,17,5,601336.SH,601336
绿色电力;碳交易;固废处理;天然气;碳中和;PPP概念;超超临界发电;国企改革;风电;氢能源;垃圾分类;参股券商;光伏建筑一体化;虚拟电厂;充电桩;深圳国企改革;储能;创投;特高压;粤港澳大湾区;DeepSeek概念;华为概念;深股通;融资融券,33,24,000027.SZ,000027
智能医疗;ST板块;高铁;安防;军工;雄安新区;京津冀一体化;人工智能;无人机;车联网(车路协同);智慧城市;低空经济;人脸识别;军工信息化;数据要素;网络安全;语音技术;数字经济;信创;多模态AI,33,20,003004.SZ,003004
参股银行;人民币贬值受益;沪股通;融资融券,17,4,601339.SH,601339
新疆振兴;西部大开发;统一大市场;一带一路;冷链物流;沪股通;摘帽,17,7,600603.SH,600603
芯片概念;5G;液冷服务器;第三代半导体;东数西算(算力);数据中心;人形机器人;专精特新;比亚迪概念;机器人概念;高压快充;新能源汽车;充电桩;光伏概念;储能;沪股通;融资融券,17,17,688261.SH,688261
融资融券;风电;雅下水电概念;机器视觉;光纤概念;专精特新;抽水蓄能;京津冀一体化;智慧城市;传感器;数据要素;数字孪生;水利;信创;核电;物联网,151,16,920879.BJ,920879
风电;煤化工概念;绿色电力;碳交易;华为数字能源;储能;新疆振兴;天津自贸区;回购增持再贷款概念;国企改革;东数西算(算力);京津冀一体化;算力租赁;华为概念;智慧城市;DeepSeek概念;数字经济;沪股通;融资融券,17,19,600821.SH,600821
新疆振兴;西部大开发;天然气;摘帽,33,4,002700.SZ,002700
柔性直流输电;特高压;智能电网;风电;高压快充;核电;可控核聚变;超导概念;充电桩;光伏概念;储能;雅下水电概念;高铁;新能源汽车;一带一路;特斯拉概念;水利;比亚迪概念;数据中心;机器人概念;长安汽车概念;华为概念;冷链物流;深股通;融资融券,33,25,002533.SZ,002533
中字头股票;同花顺中特估100;证金持股;参股券商;雄安新区;雅下水电概念;水利;国企改革;央企国企改革;风电;一带一路;高铁;沪股通;融资融券;核电;AI智能体;商业航天,17,17,601800.SH,601800
中船系;国产航母;海工装备;核污染防治;数据中心;风电;核电;央企国企改革;京津冀一体化;氢能源;雄安新区;军民融合;储能;军工;燃料电池;国企改革;DeepSeek概念;石墨烯;锂电池概念;固态电池;新能源汽车;长安汽车概念;钠离子电池;沪股通;融资融券;中字头股票,17,26,600482.SH,600482
污水处理;央企国企改革;国企改革;地下管网;证金持股;回购增持再贷款概念;抽水蓄能;高铁;海工装备;高端装备;机器人概念;工业互联网;人工智能;DeepSeek概念;沪股通;融资融券;中字头股票,17,17,600528.SH,600528
证金持股;同花顺出海50;同花顺漂亮100;沪股通;融资融券;特斯拉概念;光伏概念;小米汽车;福建自贸区,17,9,600660.SH,600660
水泥概念;参股银行;绿色电力;深股通;融资融券;创投;粤港澳大湾区,33,7,002233.SZ,002233
证金持股;燃料电池;汽车热管理;小米汽车;上海国企改革;氢能源;新能源汽车;参股券商;国企改革;特斯拉概念;比亚迪概念;智能座舱;汽车电子;无人驾驶;小米概念;储能;机器视觉;固态电池;毫米波雷达;大飞机;沪股通;融资融券,17,22,600741.SH,600741
白酒概念;物业管理;新型城镇化;国企改革;金属铜;沪股通;融资融券;福建自贸区;海峡两岸;DeepSeek概念;一带一路;光伏概念;小米汽车;新能源汽车,17,14,600153.SH,600153
参股券商;参股银行;PPP概念;国企改革;智慧城市;沪股通;融资融券;回购增持再贷款概念,17,8,600350.SH,600350
氢能源;冷链物流;统一大市场;高端装备;人民币贬值受益;新能源汽车;智能物流;无人驾驶;华为概念;融资融券;深股通,33,11,301039.SZ,301039
钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,17,6,603826.SH,603826
深股通;融资融券;海工装备;工业母机;风电,33,5,002595.SZ,002595
PCB概念;消毒剂;2025年报预增;医疗器械概念;深股通;融资融券,33,6,002636.SZ,002636
风电;海工装备;核电;核污染防治;军工;融资融券;沪股通,17,7,603218.SH,603218
电力物联网;智能电网;虚拟电厂;充电桩;华为数字能源;芯片概念;专精特新;物联网;华为概念;智慧城市;人工智能;阿里巴巴概念;腾讯概念;沪股通;融资融券,17,15,688100.SH,688100
专精特新;有机硅概念;融资融券,33,3,301059.SZ,301059
碳中和;土壤修复;动力电池回收;风电;PPP概念;西部大开发;期货概念;污水处理;乡村振兴;绿色电力;国企改革;央企国企改革;锂电池概念;融资融券;沪股通;股权转让(并购重组),17,16,600292.SH,600292
新能源汽车;人民币贬值受益;大飞机;军工;沪股通;融资融券,17,6,601163.SH,601163
汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;新能源汽车;专精特新;储能;无人驾驶;华为概念;沪股通;融资融券,17,13,688141.SH,688141
云游戏;短剧游戏;手机游戏;网络游戏;文化传媒概念;NFT概念;虚拟数字人;AIGC概念;电子竞技;元宇宙;IP经济(谷子经济);AI智能体;虚拟现实;鸿蒙概念;区块链;英伟达概念;人工智能;华为概念;AI应用;深股通;融资融券,33,21,002624.SZ,002624
仿制药一致性评价;医药电商;流感;创新药;维生素;肝炎概念;参股银行;重组蛋白;幽门螺杆菌概念;农业种植;三胎概念;旅游概念;创投;家庭医生;沪股通;融资融券;数字经济,17,17,600566.SH,600566
新型工业化;固态电池;无人机;机器人概念;PET铜箔;专精特新;锂电池概念;消费电子概念;可降解塑料,33,9,001223.SZ,001223
汽车芯片;AI眼镜;汽车电子;芯片概念;消费电子概念;智能穿戴;小米概念;毫米波雷达;传感器;星闪概念;机器视觉;专精特新;无人驾驶;机器人概念;新能源汽车;无人机;安防;智能家居;虚拟现实;东数西算(算力);卫星导航;车联网(车路协同);低空经济;人脸识别;移动支付;网络安全;人工智能;海峡两岸;数据安全;腾讯概念;多模态AI;福建自贸区;融资融券;深股通,33,34,301536.SZ,301536
新能源汽车;专精特新;融资融券,33,3,301192.SZ,301192
石墨电极;固态电池;锂电池概念;宁德时代概念;燃料电池;储能;2025年报预增;一带一路;新能源汽车;飞行汽车(eVTOL);无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,17,15,603612.SH,603612
专精特新;高铁;沪股通,17,3,605298.SH,605298
中芯国际概念;OLED;光刻机;电子纸;柔性屏(折叠屏);芯片概念;光伏概念;3D打印;AI PC;智能穿戴;专精特新;小米概念;虚拟现实;华为概念;烟草;元宇宙;人工智能;体育产业;IP经济(谷子经济);深股通;融资融券,33,21,300331.SZ,300331
海工装备;高端装备;风电;柔性直流输电;工业互联网;参股券商;沪股通;融资融券,17,8,603606.SH,603606
深股通;融资融券,33,2,002839.SZ,002839
同花顺中特估100;证金持股;航运概念;自由贸易港;国企改革;沪股通;融资融券,17,7,601018.SH,601018
中字头股票;同花顺中特估100;证金持股;装配式建筑;PPP概念;新型城镇化;地下管网;国企改革;央企国企改革;水利;绿色电力;沪股通;融资融券;一带一路;风电;回购增持再贷款概念;数字孪生;核电,17,18,601668.SH,601668
医疗废物处理;PPP概念;固废处理;污水处理;国企改革;地下管网;净水概念;新型城镇化;绿色电力;乡村振兴;雄安新区;土壤修复;垃圾分类;煤化工概念;京津冀一体化;智慧城市;DeepSeek概念;人工智能;机器人概念;沪股通;融资融券,17,21,600008.SH,600008
可降解塑料;沪股通,17,2,605008.SH,605008
ST板块;三胎概念;新能源汽车;高端装备;人民币贬值受益;智能电网;风电;虚拟现实;区块链;腾讯概念;股权转让(并购重组),33,11,002656.SZ,002656
黄金概念;小金属概念;预制菜;白酒概念;IP经济(谷子经济);旅游概念;冰雪产业;宠物经济;绿色电力;跨境电商;蚂蚁集团概念;体育产业;沪股通;融资融券;培育钻石,17,15,600655.SH,600655
特钢概念;国企改革;央企国企改革;氢能源;乡村振兴;核电;机器人概念;DeepSeek概念;人工智能;融资融券;深股通;中字头股票,33,12,000717.SZ,000717
页岩气;参股券商;参股保险;生物疫苗;雄安新区;创投;创新药;职业教育;2025年报预增;沪股通;融资融券,17,11,600739.SH,600739
污水处理;锂电池概念,17,2,603282.SH,603282
空间计算;MR(混合现实);专精特新;云游戏;人工智能;华为概念;在线教育;虚拟现实;元宇宙;国产操作系统;文化传媒概念;百度概念;虚拟数字人;AIGC概念;Web3.0;股权转让(并购重组),33,16,300264.SZ,300264
新型工业化;专精特新;一带一路;融资融券,33,4,301053.SZ,301053
统一大市场;航运概念;国企改革;西部大开发;民爆概念;智能物流;一带一路;股权转让(并购重组);沪股通,17,9,600279.SH,600279
超超临界发电;抽水蓄能;生物质能发电;绿色电力;风电;虚拟电厂;氢能源;2025三季报预增;碳交易;核电;碳中和;储能;国企改革;证金持股;2025年报预增;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能,33,20,000600.SZ,000600
煤化工概念;消毒剂;国企改革;西部大开发;芯片概念,17,5,600423.SH,600423
军民融合;军工;商业航天;低空经济;无人机;海工装备;飞行汽车(eVTOL);可控核聚变;核电;水利;人工智能;高铁;PM2.5;高端装备;专精特新;雅下水电概念;共同富裕示范区;深股通,33,18,300411.SZ,300411
