market_code,股票代码,code,所属概念数量,所属概念
17,605369.SH,605369,3,医疗器械概念;人民币贬值受益;沪股通
33,002956.SZ,002956,2,跨境电商;西部大开发
151,920819.BJ,920819,5,人民币贬值受益;染料;融资融券;转基因;草甘膦
17,605188.SH,605188,4,预制菜;冷链物流;智能物流;沪股通
33,000061.SZ,000061,14,农业种植;农村电商;统一大市场;乡村振兴;农机;深圳国企改革;冷链物流;国企改革;证金持股;食品安全;粤港澳大湾区;区块链;深股通;融资融券
17,600141.SH,600141,18,草甘膦;磷化工;化肥;氟化工概念;硅能源;有机硅概念;消毒剂;锂电池概念;固态电池;回购增持再贷款概念;中芯国际概念;国企改革;乡村振兴;比亚迪概念;芯片概念;机器人概念;沪股通;融资融券
17,603367.SH,603367,7,肝炎概念;创新药;眼科医疗;仿制药一致性评价;流感;智能医疗;沪股通
17,600352.SH,600352,6,染料;创投;人工智能;参股银行;沪股通;融资融券
33,301282.SZ,301282,31,PCB概念;共封装光学(CPO);富士康概念;5G;汽车电子;消费电子概念;数据中心;智能座舱;无人机;卫星导航;东数西算(算力);华为概念;比亚迪概念;物联网;商业航天;军工;无人驾驶;新能源汽车;机器人概念;低空经济;车联网(车路协同);海峡两岸;智能家居;华为汽车;充电桩;高铁;宁德时代概念;储能;创投;固态电池;融资融券
33,300888.SZ,300888,8,医药电商;医美概念;三胎概念;养老概念;医疗器械概念;跨境电商;深股通;融资融券
17,600551.SH,600551,11,文化传媒概念;托育服务;在线教育;数字经济;参股券商;人工智能;创投;国企改革;AI应用;沪股通;融资融券
33,002871.SZ,002871,10,液冷服务器;军工;数据中心;军民融合;人民币贬值受益;水利;一带一路;人工智能;地下管网;俄乌冲突概念
33,301100.SZ,301100,6,专精特新;可降解塑料;光伏概念;一带一路;POE胶膜;融资融券
17,601138.SH,601138,29,同花顺果指数;富士康概念;共封装光学(CPO);苹果概念;液冷服务器;英伟达概念;芯片概念;5G;新能源汽车;2025年报预增;海峡两岸;机器人概念;数据中心;虚拟现实;同花顺新质50;物联网;工业互联网;东数西算(算力);医疗器械概念;创投;人工智能;智慧城市;算力租赁;阿里巴巴概念;同花顺出海50;云计算;同花顺漂亮100;沪股通;融资融券
151,920753.BJ,920753,5,京津冀一体化;融资融券;国企改革;创投;食品安全
17,603160.SH,603160,30,无线耳机;MCU芯片;智能座舱;汽车芯片;小米概念;AI眼镜;汽车电子;智能穿戴;AI手机;传感器;星闪概念;中芯国际概念;芯片概念;消费电子概念;OLED;新能源汽车;长安汽车概念;智能家居;粤港澳大湾区;物联网;华为概念;虚拟现实;人脸识别;电子纸;人工智能;鸿蒙概念;智能医疗;AI应用;沪股通;融资融券
33,300240.SZ,300240,15,统一大市场;网约车;中俄贸易概念;航运概念;冷链物流;智能物流;创投;一带一路;无人驾驶;车联网(车路协同);人工智能;新能源汽车;小米概念;特斯拉概念;阿里巴巴概念
151,920057.BJ,920057,6,中俄贸易概念;海峡两岸;专精特新;融资融券;光伏建筑一体化;装配式建筑
17,603655.SH,603655,2,新能源汽车;2025年报预增
33,003027.SZ,003027,5,碳中和;储能;钠离子电池;2025三季报预增;2025年报预增
17,603085.SH,603085,9,飞行汽车(eVTOL);比亚迪概念;新能源汽车;低空经济;大飞机;商业航天;碳纤维;三胎概念;融资融券
33,300305.SZ,300305,8,专精特新;新能源汽车;光伏概念;锂电池概念;虚拟电厂;OLED;PET铜箔;BC电池
33,300701.SZ,300701,7,传感器;机器视觉;小米概念;智能家居;物联网;安防;股权转让(并购重组)
33,002495.SZ,002495,2,预制菜;创投
33,002446.SZ,002446,20,军工信息化;太赫兹;6G概念;卫星导航;商业航天;军民融合;军工;车联网(车路协同);毫米波雷达;5G;华为概念;芯片概念;无人驾驶;物联网;汽车电子;粤港澳大湾区;智能电网;回购增持再贷款概念;深股通;融资融券
33,000060.SZ,000060,13,金属锌;金属铅;金属铜;黄金概念;金属钴;小金属概念;金属镍;金属回收;国企改革;期货概念;DeepSeek概念;深股通;融资融券
33,000858.SZ,000858,9,白酒概念;超级品牌;同花顺漂亮100;证金持股;参股券商;深股通;融资融券;国企改革;西部大开发
33,002483.SZ,002483,13,污水处理;医疗废物处理;固废处理;一带一路;海工装备;高端装备;人民币贬值受益;风电;国企改革;航运概念;天然气;深股通;融资融券
33,002852.SZ,002852,2,农业种植;乡村振兴
33,002167.SZ,002167,11,小金属概念;稀土永磁;锂电池概念;核电;固态电池;牙科医疗;回购增持再贷款概念;氢能源;燃料电池;深股通;融资融券
17,605080.SH,605080,6,体育产业;露营经济;共同富裕示范区;人工智能;一带一路;人民币贬值受益
17,600117.SH,600117,8,特钢概念;雅下水电概念;西部大开发;海工装备;军工;煤炭概念;商业航天;沪股通
17,603273.SH,603273,6,装配式建筑;新型工业化;机器人概念;氢能源;水泥概念;融资融券
17,688155.SH,688155,15,2025年报预增;固态电池;宁德时代概念;专精特新;新型工业化;锂电池概念;高端装备;新能源汽车;机器人概念;燃料电池;人工智能;DeepSeek概念;一带一路;沪股通;融资融券
33,002585.SZ,002585,16,PET铜箔;锂电池概念;光伏概念;OLED;柔性屏(折叠屏);可降解塑料;建筑节能;新能源汽车;消费电子概念;参股银行;小米概念;绿色电力;华为概念;区块链;融资融券;深股通
33,300103.SZ,300103,11,新型城镇化;固废处理;高端装备;智慧城市;一带一路;充电桩;军工;西部大开发;腾讯概念;金属回收;股权转让(并购重组)
17,603630.SH,603630,5,网红经济;医美概念;DeepSeek概念;创投;沪股通
33,000523.SZ,000523,10,广东自贸区;啤酒概念;物业管理;代糖概念;国企改革;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通
17,600857.SH,600857,3,参股银行;共同富裕示范区;黄金概念
33,000530.SZ,000530,20,无人零售;军工;核电;海工装备;汽车热管理;独角兽概念;数据中心;比亚迪概念;数字经济;体育产业;空气能热泵;冰雪产业;储能;液冷服务器;中俄贸易概念;碳中和;氢能源;冷链物流;统一大市场;融资融券
33,002391.SZ,002391,3,化肥;乡村振兴;人民币贬值受益
33,300306.SZ,300306,10,人脸识别;汽车电子;华为概念;专精特新;人工智能;机器人概念;基因测序;军工;充电桩;OLED
33,002440.SZ,002440,6,染料;氟化工概念;2025年报预增;消毒剂;深股通;融资融券
33,002803.SZ,002803,24,华为盘古;ChatGPT概念;抖音概念(字节概念);AIGC概念;云计算;信创;数据要素;人工智能;华为概念;跨境电商;福建自贸区;海峡两岸;专精特新;智能物流;新型烟草(电子烟);人民币贬值受益;2025年报预增;宠物经济;2025三季报预增;回购增持再贷款概念;一带一路;白酒概念;融资融券;深股通
33,301507.SZ,301507,8,医药电商;医美概念;毛发医疗;医疗器械概念;维生素;共同富裕示范区;深股通;融资融券
17,688557.SH,688557,15,新型工业化;人形机器人;比亚迪概念;机器人概念;机器视觉;物联网;华为概念;无人驾驶;人工智能;智能物流;宁德时代概念;军工;跨境电商;统一大市场;融资融券
33,003017.SZ,003017,6,2025年报预增;PEEK材料;中俄贸易概念;芯片概念;氟化工概念;化肥
33,300611.SZ,300611,11,人形机器人;长安汽车概念;比亚迪概念;机器人概念;新能源汽车;特斯拉概念;专精特新;军工;航空发动机;深股通;股权转让(并购重组)
17,603192.SH,603192,3,汽车热管理;新能源汽车;专精特新
33,300871.SZ,300871,5,合成生物;宠物经济;医药电商;创新药;融资融券
17,600523.SH,600523,23,成飞概念;航空发动机;军民融合;军工;低空经济;高端装备;传感器;汽车热管理;华为汽车;长安汽车概念;小米汽车;新能源汽车;汽车电子;比亚迪概念;小米概念;华为概念;央企国企改革;国企改革;储能;西部大开发;华为数字能源;融资融券;沪股通
17,688193.SH,688193,9,医疗器械概念;辅助生殖;食品安全;肝炎概念;流感;专精特新;猴痘概念;智能医疗;融资融券
33,301089.SZ,301089,5,猴痘概念;肝炎概念;流感;合成生物;融资融券
33,002524.SZ,002524,11,眼科医疗;民营医院;医美概念;智能医疗;装配式建筑;地下管网;人工智能;创投;西部大开发;新疆振兴;天然气
33,000705.SZ,000705,16,医药电商;三胎概念;流感;仿制药一致性评价;幽门螺杆菌概念;民营医院;肝炎概念;阿尔茨海默概念;合成生物;创新药;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济
33,300364.SZ,300364,38,Sora概念(文生视频);短剧游戏;AI语料;快手概念;知识产权保护;AIGC概念;文化传媒概念;智谱AI;虚拟数字人;ChatGPT概念;多模态AI;Web3.0;NFT概念;抖音概念(字节概念);数据确权;在线教育;AI智能体;腾讯概念;阿里巴巴概念;百度概念;元宇宙;数据要素;鸿蒙概念;AI应用;IP经济(谷子经济);区块链;数字乡村;职业教育;DeepSeek概念;人工智能;虚拟现实;数字经济;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券
17,600622.SH,600622,7,物业管理;统一大市场;化债概念(AMC概念);国企改革;小金属概念;核电;融资融券
33,000524.SZ,000524,22,冰雪产业;旅游概念;预制菜;NFT概念;IP经济(谷子经济);广东自贸区;免税店;体育产业;AI智能体;DeepSeek概念;养老概念;物业管理;乡村振兴;露营经济;人工智能;AI应用;低空经济;粤港澳大湾区;国企改革;股权转让(并购重组);深股通;融资融券
17,600160.SH,600160,15,PVDF概念;氟化工概念;消毒剂;煤化工概念;锂电池概念;中芯国际概念;风电;液冷服务器;2025年报预增;国企改革;碳交易;绿色电力;数据中心;融资融券;沪股通
33,301376.SZ,301376,12,宠物经济;跨境电商;网红经济;露营经济;体育产业;足球概念;创投;数字经济;人民币贬值受益;ChatGPT概念;深股通;融资融券
17,603890.SH,603890,18,富士康概念;AI PC;AI眼镜;消费电子概念;汽车电子;5G;比亚迪概念;小米汽车;新能源汽车;人形机器人;特斯拉概念;华为汽车;机器人概念;F5G概念;华为概念;人民币贬值受益;沪股通;融资融券
33,301158.SZ,301158,11,可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券
17,600375.SH,600375,8,垃圾分类;燃料电池;新能源汽车;换电概念;互联网金融;氢能源;沪股通;摘帽
33,002696.SZ,002696,10,中俄贸易概念;污水处理;垃圾分类;乡村振兴;土壤修复;预制菜;一带一路;西部大开发;回购增持再贷款概念;国企改革
33,002714.SZ,002714,8,猪肉;同花顺漂亮100;乡村振兴;合成生物;参股银行;深股通;融资融券;回购增持再贷款概念
33,301522.SZ,301522,14,商业航天;航空发动机;军民融合;军工;可控核聚变;核电;高端装备;芯片概念;特钢概念;专精特新;京津冀一体化;金属回收;深股通;融资融券
17,603035.SH,603035,12,华为汽车;小米汽车;智能座舱;传感器;机器视觉;小米概念;比亚迪概念;特斯拉概念;新能源汽车;回购增持再贷款概念;沪股通;融资融券
33,002906.SZ,002906,31,华为汽车;小米汽车;智能座舱;无人驾驶;一体化压铸;长安汽车概念;飞行汽车(eVTOL);星闪概念;比亚迪概念;特斯拉概念;小米概念;汽车电子;汽车热管理;新能源汽车;毫米波雷达;机器人概念;车联网(车路协同);无线充电;宁德时代概念;低空经济;创投;粤港澳大湾区;华为概念;一带一路;横琴新区;卫星导航;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券
33,002642.SZ,002642,44,智慧政务;数据安全;网络安全;区块链;信创;云计算;华为鲲鹏;腾讯概念;数据要素;数字乡村;华为昇腾;智慧城市;百度概念;数字经济;阿里巴巴概念;国资云;AI智能体;DeepSeek概念;互联网金融;ChatGPT概念;多模态AI;东数西算(算力);数字孪生;人工智能;车联网(车路协同);物联网;虚拟现实;独角兽概念;华为概念;智能医疗;星闪概念;工业互联网;京津冀一体化;数据中心;电力物联网;5G;新型工业化;乡村振兴;基因测序;华为数字能源;碳中和;国企改革;AI应用;深股通
33,002791.SZ,002791,10,雄安新区;光伏建筑一体化;垃圾分类;海峡两岸;智能家居;粤港澳大湾区;光伏概念;充电桩;融资融券;深股通
17,603107.SH,603107,9,上海自贸区;中俄贸易概念;国企改革;一带一路;新能源汽车;汽车热管理;百度概念;沪股通;融资融券
33,301611.SZ,301611,11,光刻机;存储芯片;OLED;第三代半导体;芯片概念;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券
151,920964.BJ,920964,9,数字乡村;乡村振兴;股权转让(并购重组);物联网;专精特新;融资融券;水利;农机;国企改革
33,300876.SZ,300876,3,碳纤维;专精特新;融资融券
33,300594.SZ,300594,19,液冷服务器;芯片概念;专精特新;空气能热泵;数据中心;汽车热管理;低空经济;飞行汽车(eVTOL);高铁;比亚迪概念;烟草;新能源汽车;农机;光伏概念;换电概念;储能;充电桩;风电;回购增持再贷款概念
151,920504.BJ,920504,3,食品安全;医疗器械概念;融资融券
33,001218.SZ,001218,1,消毒剂
33,301048.SZ,301048,7,一带一路;高铁;国企改革;高端装备;央企国企改革;深股通;融资融券
17,688758.SH,688758,3,2025三季报预增;沪股通;融资融券
17,600510.SH,600510,14,OLED;超级电容;新型城镇化;装配式建筑;PPP概念;一带一路;体育产业;创投;参股银行;国企改革;养老概念;证金持股;沪股通;融资融券
17,600618.SH,600618,7,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券
33,000786.SZ,000786,10,央企国企改革;装配式建筑;雅下水电概念;国企改革;建筑节能;雄安新区;光伏建筑一体化;深股通;融资融券;DeepSeek概念
17,603408.SH,603408,12,跨境电商;海峡两岸;福建自贸区;净水概念;养老概念;智能家居;一带一路;人民币贬值受益;机器人概念;小米概念;芯片概念;沪股通
