股票代码,所属概念,所属概念数量,code,market_code
002258.SZ,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券,6,002258,33
000721.SZ,预制菜;职业教育;国企改革;西部大开发;独角兽概念;深股通,6,000721,33
300957.SZ,三胎概念;跨境电商;医美概念;创新药;医疗器械概念;创投;智能医疗;AI应用;西部大开发;人工智能;深股通;融资融券,12,300957,33
002295.SZ,数字经济;储能;国企改革;金属铜;虚拟电厂;股权转让(并购重组),6,002295,33
600449.SH,水泥概念;算力租赁;国资云;人工智能;东数西算(算力);数据中心(AIDC);参股银行;智能物流;西部大开发;国企改革;统一大市场;央企国企改革;融资融券;沪股通,14,600449,17
600967.SH,军民融合;中俄贸易概念;西部大开发;央企国企改革;农机;国企改革;高铁;军工;核电;高端装备;无人机;减速器;人工智能;数字孪生;风电;工业互联网;机器人概念;氢能源;新能源汽车;无人驾驶;物联网;人形机器人;储能;沪股通;融资融券,25,600967,17
603630.SH,网红经济;医美概念;创投;DeepSeek概念;沪股通,5,603630,17
300712.SZ,虚拟电厂;智能电网;抽水蓄能;电力物联网;柔性直流输电;风电;绿色电力;特高压;充电桩;区块链;储能;核电;网络安全;DeepSeek概念;工业互联网;创投;福建自贸区;光伏概念;一带一路;数据中心(AIDC);海峡两岸;宁德时代概念;融资融券;深股通,24,300712,33
600409.SH,消毒剂;有机硅概念;钠离子电池;国企改革;京津冀一体化;绿色电力;光伏概念;华为概念;沪股通;融资融券,10,600409,17
600057.SH,统一大市场;玉米;土地流转;农业种植;冷链物流;乡村振兴;国企改革;福建自贸区;一带一路;智能物流;海峡两岸;DeepSeek概念;数据要素;商业航天;沪股通;融资融券,16,600057,17
600232.SH,工业大麻;中俄贸易概念;职业教育;一带一路;锂电池概念;新能源汽车,6,600232,17
301498.SZ,宠物经济;特色小镇;数字孪生;深股通;融资融券,5,301498,33
300999.SZ,养鸡;预制菜;超级品牌;同花顺漂亮100;深股通;融资融券,6,300999,33
300926.SZ,长安汽车概念;华为汽车;一体化压铸;机器人概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,9,300926,33
002956.SZ,跨境电商;西部大开发,2,002956,33
601880.SH,航运概念;中韩自贸区;统一大市场;国企改革;中俄贸易概念;绿色电力;区块链;沪股通;融资融券,9,601880,17
600619.SH,光刻机;上海自贸区;汽车热管理;空气能热泵;比亚迪概念;家用电器;新能源汽车;小米概念;上海国企改革;芯片概念;一带一路;2025年报预增;高压快充;储能;冷链物流;国企改革;沪股通;融资融券,18,600619,17
003010.SZ,宠物经济;三胎概念;跨境电商;文化传媒概念;拼多多概念;虚拟数字人;AIGC概念;AI应用;DeepSeek概念;数字经济;人工智能;阿里巴巴概念;粤港澳大湾区;2025年报预增;虚拟现实;深股通,16,003010,33
600671.SH,眼科医疗;医疗器械概念;国企改革,3,600671,17
920208.BJ,抽水蓄能;高股息精选;AI应用;水利;雅下水电概念;乡村振兴;新型城镇化;小米概念;融资融券;DeepSeek概念;雄安新区;AI智能体;一带一路;化债概念(AMC概念);军工;人工智能,16,920208,151
300629.SZ,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;芯片概念;低空经济;碳纤维;新能源汽车;国产操作系统;深股通;融资融券,14,300629,33
000723.SZ,煤炭概念;煤化工概念;天然气;碳中和;氢能源;污水处理;燃料电池;储能;超级电容;深股通;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券,15,000723,33
600569.SH,特钢概念;国企改革;股权转让(并购重组);沪股通;融资融券,5,600569,17
000650.SZ,医药电商;生物疫苗;仿制药一致性评价;流感;肝炎概念;创新药;眼科医疗;三胎概念;养老概念;医疗器械概念;消毒剂;区块链;脑机接口;深股通;融资融券;智能穿戴;AI眼镜,17,000650,33
300750.SZ,钠离子电池;动力电池回收;同花顺漂亮100;固态电池;锂电池概念;宁德时代概念;同花顺出海50;储能;换电概念;长安汽车概念;小米汽车;特斯拉概念;新能源汽车;华为汽车;同花顺新质50;融资融券;深股通,17,300750,33
300253.SZ,ChatGPT概念;AIGC概念;AI应用;虚拟数字人;DRG/DIP;AI智能体;数据要素;鸿蒙概念;华为鲲鹏;互联网保险;区块链;阿里巴巴概念;腾讯概念;信创;蚂蚁集团概念;DeepSeek概念;家庭医生;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,25,300253,33
002717.SZ,特色小镇;横琴新区;数字水印;新型城镇化;水利;农业种植;土壤修复;PPP概念;乡村振兴;污水处理;雄安新区;新疆振兴;数字经济;智慧城市;ST板块;一带一路;旅游概念;国企改革;数据确权;固废处理;预制菜;网红经济;人工智能;光伏概念;粤港澳大湾区;IP经济(谷子经济);ChatGPT概念;AIGC概念;虚拟数字人;元宇宙;腾讯概念;华为概念;文化传媒概念;虚拟现实;MR(混合现实),35,002717,33
600609.SH,智能物流;国企改革;长安汽车概念;新能源汽车;无人驾驶;融资融券;沪股通,7,600609,17
300797.SZ,大飞机;新能源汽车;职业教育;食品安全;海工装备;核电;京津冀一体化;稀土永磁;一带一路;光刻胶;国企改革;央企国企改革;深股通,13,300797,33
002537.SZ,数字货币;NFT概念;移动支付;蚂蚁集团概念;互联网金融;区块链;数字经济;跨境电商;元宇宙;冷链物流;华为汽车;家用电器;华为概念;2025年报预增;新能源汽车;比亚迪概念;特斯拉概念;5G;深股通;融资融券,20,002537,33
002758.SZ,化肥;生态农业;粮食概念;农业种植;农村电商;供销社;乡村振兴;土壤修复;医药电商;冷链物流;俄乌冲突概念;共同富裕示范区;农机;中俄贸易概念;数字乡村;数字经济;无人机;深股通,18,002758,33
300204.SZ,创新药;细胞免疫治疗;重组蛋白;辅助生殖;眼科医疗;深股通;融资融券,7,300204,33
688526.SH,禽流感;动物疫苗;宠物经济;生物疫苗;合成生物;生态农业;转基因;沪股通;融资融券,9,688526,17
300960.SZ,高铁;电力物联网;充电桩;储能;绿色电力;芯片概念;超级电容;融资融券,8,300960,33
600570.SH,数字货币;互联网金融;跨境支付(CIPS);蚂蚁集团概念;AI应用;区块链;鸿蒙概念;ChatGPT概念;智慧政务;数据要素;AIGC概念;AI智能体;华为鲲鹏;DeepSeek概念;信创;数字经济;多模态AI;人工智能;华为昇腾;华为概念;碳中和;中国AI 50;碳交易;沪股通;融资融券,25,600570,17
600231.SH,特钢概念;国企改革;央企国企改革;天然气;沪股通;融资融券,6,600231,17
600219.SH,金属回收;大飞机;锂电池概念;宁德时代概念;一带一路;高铁;人民币贬值受益;机器人概念;新能源汽车;高股息精选;证金持股;沪股通;融资融券,13,600219,17
301319.SZ,先进封装;富士康概念;芯片概念;光伏概念;比亚迪概念;专精特新;新能源汽车;华为概念;粤港澳大湾区;低空经济;融资融券,11,301319,33
300910.SZ,人民币贬值受益;深股通;融资融券,3,300910,33
601083.SH,航运概念;中韩自贸区;自由贸易港;统一大市场;上海国企改革;跨境电商;上海自贸区;国企改革;一带一路;海峡两岸;沪股通;融资融券,12,601083,17
002490.SZ,页岩气;天然气;氢能源;国企改革;海工装备;深股通;股权转让(并购重组),7,002490,33
601162.SH,期货概念;物业管理;国企改革;沪股通;融资融券,5,601162,17
600980.SH,稀土永磁;3D打印;小金属概念;机器人概念;金属钴;国企改革;央企国企改革;绿色电力,8,600980,17
001238.SZ,宠物经济;跨境电商;露营经济;共同富裕示范区;人民币贬值受益;长三角一体化;碳中和;深股通,8,001238,33
689009.SH,两轮车;跨境电商;DeepSeek概念;人工智能;机器人概念;国产操作系统;车联网(车路协同);储能;2025年报预增;小米概念;英伟达概念;融资融券,12,689009,17
920028.BJ,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,6,920028,151
002423.SZ,信托概念;期货概念;参股保险;同花顺中特估100;参股银行;乡村振兴;区块链;国企改革;养老概念;央企国企改革;人工智能;融资融券;中字头股票;深股通,14,002423,33
000680.SZ,新型城镇化;雅下水电概念;中俄贸易概念;雄安新区;垃圾分类;一带一路;乡村振兴;国企改革;人民币贬值受益;人工智能;高端装备;机器人概念;无人驾驶;融资融券;深股通,15,000680,33
300215.SZ,柔性直流输电;智能电网;特高压;核电;储能,5,300215,33
300748.SZ,稀土永磁;人形机器人;比亚迪概念;特斯拉概念;新能源汽车;机器人概念;低空经济;2025年报预增;风电;绿色电力;融资融券;深股通,12,300748,33
688469.SH,第三代半导体;汽车芯片;MCU芯片;中芯国际概念;芯片概念;AI眼镜;MicroLED概念;消费电子概念;5G;传感器;数据中心(AIDC);光伏概念;特高压;智能电网;无人驾驶;比亚迪概念;充电桩;新能源汽车;储能;机器人概念;沪股通;融资融券,22,688469,17
300658.SZ,福建自贸区;海峡两岸;三胎概念;人民币贬值受益,4,300658,33
688136.SH,重组蛋白;创新药;减肥药;肝炎概念;动物疫苗;合成生物;智能医疗;2025年报预增;沪股通;融资融券,10,688136,17
301575.SZ,注册制次新股;跨境电商;人民币贬值受益;家用电器;智能物流;一带一路;智能家居;机器人概念;石墨烯;深股通;新股与次新股;融资融券,12,301575,33
600475.SH,光伏建筑一体化;垃圾分类;建筑节能;PPP概念;土壤修复;智慧城市;硅能源;数字经济;生物质能发电;碳中和;数字孪生;碳交易;抖音概念(字节概念);污水处理;固废处理;信托概念;乡村振兴;绿色电力;化债概念(AMC概念);数据中心(AIDC);光伏概念;一带一路;华为概念;储能;氢能源;专精特新;国企改革;参股券商;沪股通;融资融券,30,600475,17
301392.SZ,第三代半导体;PET铜箔;富士康概念;芯片概念;苹果概念;钙钛矿电池;TOPCON电池;专精特新;光伏概念;比亚迪概念;锂电池概念;深股通;融资融券,13,301392,33
688277.SH,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券,6,688277,17
605222.SH,大飞机;商业航天;可控核聚变;军工;海工装备;核电;柔性直流输电;特高压;机器人概念;特斯拉概念;光伏概念;充电桩;风电;数据中心(AIDC);储能;沪股通,16,605222,17
300472.SZ,体育产业;冰雪产业;ST板块;区块链;智慧城市;机器人概念;算力租赁;工业互联网;硅能源;东数西算(算力);数据中心(AIDC);光伏概念;AI眼镜;5G,14,300472,33
688119.SH,军工;商业航天;核电;工业互联网;核污染防治;央企国企改革;国企改革;中字头股票;融资融券,9,688119,17
000816.SZ,农村电商;乡村振兴;盐湖提锂;农机;金属铜;数字乡村;小金属概念;金属锌;金属铅;储能;减速器;融资融券,12,000816,33
300460.SZ,安防;抖音概念(字节概念);元宇宙;星闪概念;机器人概念;小米概念;海工装备;专精特新;华为概念;无人机;DeepSeek概念;比亚迪概念;数据中心(AIDC);AI眼镜;华为海思概念股;卫星导航;商业航天;汽车电子;芯片概念;苹果概念;ST板块;共封装光学(CPO),22,300460,33
605016.SH,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,6,605016,17
300942.SZ,宠物经济;食品安全;医疗器械概念;流感;粤港澳大湾区;专精特新;融资融券,7,300942,33
600397.SH,国企改革;煤炭概念;沪股通;股权转让(并购重组),4,600397,17
002340.SZ,金属钴;金属镍;小金属概念;金属铜;金属回收;钠离子电池;动力电池回收;黄金概念;固态电池;锂电池概念;宁德时代概念;稀土永磁;石墨烯;汽车拆解概念;固废处理;储能;燃料电池;比亚迪概念;污水处理;氢能源;垃圾分类;一带一路;粤港澳大湾区;新能源汽车;特斯拉概念;碳中和;机器人概念;低空经济;土壤修复;专精特新;人形机器人;深股通;融资融券,33,002340,33
002978.SZ,小金属概念;钛白粉概念;钒电池;西部大开发;锂电池概念;参股银行;股权转让(并购重组);融资融券;深股通,9,002978,33
301301.SZ,维生素;肝炎概念;合成生物;土地流转;农业种植;玉米;粮食概念;乡村振兴;智能医疗;西部大开发;新疆振兴;人工智能;深股通;融资融券,14,301301,33
688098.SH,动物疫苗;合成生物;创新药;宠物经济;融资融券,5,688098,17
688553.SH,重组蛋白;创新药;仿制药一致性评价;CRO概念;西部大开发;融资融券,6,688553,17
688651.SH,信创;数据安全;网络安全;云计算;国产操作系统;数据要素;智慧城市;空间计算;数字货币;华为概念;人工智能;专精特新;低空经济;DeepSeek概念;卫星导航;量子科技;商业航天;融资融券,18,688651,17
301449.SZ,注册制次新股;汽车热管理;机器人概念;新能源汽车;智能医疗;网络安全;高端装备;宁德时代概念;物联网;锂电池概念;粤港澳大湾区;水利;储能;高压快充;核电;充电桩;深股通;新股与次新股;融资融券,19,301449,33
600276.SH,创新药;减肥药;仿制药一致性评价;细胞免疫治疗;医药电商;眼科医疗;辅助生殖;证金持股;同花顺漂亮100;智能医疗;创投;绿色电力;沪股通;融资融券,14,600276,17
600425.SH,水泥概念;新疆振兴;化肥;国企改革;同花顺中特估100;西部大开发;一带一路;氢能源;煤炭概念;人工智能;风电;沪股通;融资融券,13,600425,17
600359.SH,粮食概念;农业种植;土地流转;农村电商;乳业;乡村振兴;新疆振兴;特色小镇;西部大开发;国企改革;股权转让(并购重组);融资融券,12,600359,17
002221.SZ,页岩气;俄乌冲突概念;天然气;氢能源;跨境电商;石墨烯;碳纤维;燃料电池;深股通;融资融券;核电,11,002221,33
603151.SH,乡村振兴;2025年报预增;股权转让(并购重组),3,603151,17
600328.SH,水泥概念;国企改革;西部大开发;锂电池概念;央企国企改革;DeepSeek概念;小金属概念;核电;股权转让(并购重组);中字头股票;沪股通;融资融券,12,600328,17
300868.SZ,AI眼镜;消费电子概念;智能穿戴;华为概念;跨境电商;融资融券,6,300868,33
000807.SZ,俄乌冲突概念;央企国企改革;西部大开发;燃料电池;国企改革;工业互联网;深股通;融资融券;碳交易;新能源汽车,10,000807,33
