所属概念数量,market_code,所属概念,股票代码,code
25,17,共封装光学(CPO);PET铜箔;光纤概念;先进封装;存储芯片;PCB概念;第三代半导体;OLED;MicroLED概念;华为海思概念股;柔性屏(折叠屏);芯片概念;BC电池;3D打印;商业航天;钙钛矿电池;固态电池;宁德时代概念;光伏概念;碳纤维;高端装备;专精特新;锂电池概念;华为概念;融资融券,688170.SH,688170
26,33,数字货币;财税数字化;移动支付;AI智能体;智慧政务;数据要素;腾讯概念;信创;云计算;网络安全;互联网金融;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;智能医疗;中国AI 50;华为概念;机器人概念;福建自贸区;AI应用;海峡两岸;乡村振兴;融资融券;深股通,300525.SZ,300525
13,17,碳纤维;大飞机;风电;商业航天;飞行汽车(eVTOL);低空经济;机器人概念;国企改革;氢能源;专精特新;沪股通;中字头股票;融资融券,688295.SH,688295
14,33,PM2.5;军工;机器人概念;换电概念;粤港澳大湾区;充电桩;创投;新能源汽车;人工智能;比亚迪概念;一体化压铸;新疆振兴;深股通;股权转让(并购重组),300572.SZ,300572
9,17,科创次新股;存储芯片;芯片概念;华为概念;注册制次新股;2025年报预增;长三角一体化;新股与次新股;融资融券,688809.SH,688809
6,33,金属铅;动力电池回收;雅下水电概念;专精特新;固废处理;共同富裕示范区,300837.SZ,300837
21,33,文化传媒概念;手机游戏;网络游戏;NFT概念;电子竞技;云游戏;IP经济(谷子经济);抖音概念(字节概念);AI应用;元宇宙;腾讯概念;鸿蒙概念;人工智能;三胎概念;跨境电商;横琴新区;华为概念;数字货币;粤港澳大湾区;人民币贬值受益;深股通,300043.SZ,300043
7,33,东数西算(算力);算力租赁;新型城镇化;芯片概念;垃圾分类;PPP概念;摘帽,300536.SZ,300536
9,33,污水处理;新型城镇化;地下管网;专精特新;注册制次新股;智慧城市;人工智能;新股与次新股;融资融券,001396.SZ,001396
20,33,钙钛矿电池;光伏概念;固态电池;宁德时代概念;锂电池概念;OLED;比亚迪概念;储能;燃料电池;芯片概念;先进封装;专精特新;氢能源;消费电子概念;传感器;机器人概念;粤港澳大湾区;物联网;深股通;融资融券,301325.SZ,301325
7,17,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),603058.SH,603058
12,17,汽车电子;消费电子概念;新能源汽车;充电桩;人民币贬值受益;机器人概念;智能家居;储能;注册制次新股;锂电池概念;新股与次新股;融资融券,603400.SH,603400
8,33,黄金概念;广东自贸区;2025年报预增;DeepSeek概念;IP经济(谷子经济);抖音概念(字节概念);深股通;融资融券,301177.SZ,301177
4,17,国企改革;煤炭概念;沪股通;股权转让(并购重组),600397.SH,600397
33,33,军工信息化;太赫兹;6G概念;卫星导航;脑机接口;时空大数据;同花顺新质50;商业航天;军民融合;国产航母;国产操作系统;人工智能;DeepSeek概念;车联网(车路协同);智慧城市;大飞机;军工;航空发动机;低空经济;成飞概念;虚拟现实;无人机;5G;物联网;无人驾驶;智能穿戴;芯片概念;机器人概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,002465.SZ,002465
40,33,智慧政务;区块链;鸿蒙概念;华为鲲鹏;AI智能体;数据要素;信创;AIGC概念;智谱AI;腾讯概念;阿里巴巴概念;多模态AI;元宇宙;华为昇腾;数字经济;DeepSeek概念;时空大数据;智慧城市;人工智能;车联网(车路协同);ETC;数字孪生;安防;智能医疗;虚拟现实;华为概念;京津冀一体化;低空经济;机器视觉;卫星导航;无人驾驶;机器人概念;AI应用;AI眼镜;人形机器人;雄安新区;地下管网;垃圾分类;深股通;融资融券,300075.SZ,300075
7,33,芯片概念;机器人概念;农机;海工装备;2025年报预增;股权转让(并购重组);融资融券,301161.SZ,301161
12,33,智能座舱;小米汽车;小米概念;比亚迪概念;长安汽车概念;车联网(车路协同);专精特新;物联网;宁德时代概念;福建自贸区;深股通;融资融券,301600.SZ,301600
33,33,华为欧拉;鸿蒙概念;信创;国产操作系统;百度概念;AI智能体;智慧城市;DeepSeek概念;人工智能;星闪概念;物联网;虚拟现实;独角兽概念;华为概念;AI手机;机器视觉;英伟达概念;工业互联网;无人驾驶;智能座舱;智能穿戴;小米概念;智能家居;机器人概念;华为海思概念股;长安汽车概念;水利;汽车电子;比亚迪概念;华为汽车;AI应用;深股通;融资融券,300598.SZ,300598
22,33,脑机接口;汽车电子;智能穿戴;消费电子概念;小米概念;苹果概念;芯片概念;柔性屏(折叠屏);比亚迪概念;虚拟现实;华为概念;新能源汽车;特斯拉概念;粤港澳大湾区;宁德时代概念;抖音概念(字节概念);碳纤维;光伏概念;储能;创投;深股通;融资融券,300976.SZ,300976
14,17,AI智能体;DeepSeek概念;跨境电商;云计算;物联网;养老概念;智能家居;智能穿戴;同花顺新质50;机器人概念;宠物经济;国企改革;沪股通;融资融券,688475.SH,688475
27,151,AI应用;知识产权保护;华为盘古;人形机器人;智慧城市;ERP概念;工业互联网;储能;新型工业化;机器人概念;数字经济;换电概念;碳中和;钠离子电池;融资融券;华为鲲鹏;无人驾驶;机器视觉;智慧政务;专精特新;华为概念;DeepSeek概念;充电桩;人工智能;信创;物联网;5G,920932.BJ,920932
4,33,粤港澳大湾区;中俄贸易概念;新能源汽车;融资融券,301105.SZ,301105
19,33,人形机器人;低空经济;无人机;机器人概念;小米汽车;军工;工业互联网;小米概念;比亚迪概念;汽车电子;新能源汽车;MCU芯片;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组),000559.SZ,000559
10,33,装配式建筑;新型城镇化;建筑节能;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;华为概念;国企改革;风电,300621.SZ,300621
11,33,智能电网;水利;光伏概念;雄安新区;专精特新;传感器;物联网;华为概念;数字孪生;虚拟现实;数据要素,300259.SZ,300259
11,33,减速器;人形机器人;飞行汽车(eVTOL);低空经济;机器人概念;农机;专精特新;新能源汽车;智能座舱;深股通;融资融券,301368.SZ,301368
28,33,共封装光学(CPO);先进封装;MiniLED;存储芯片;PCB概念;芯片概念;汽车电子;消费电子概念;毫米波雷达;5G;专精特新;数据中心;小米概念;充电桩;储能;比亚迪概念;新能源汽车;血氧仪;无人机;机器人概念;军工;工业互联网;低空经济;粤港澳大湾区;锂电池概念;钠离子电池;深股通;融资融券,300903.SZ,300903
10,33,虚拟现实;IP经济(谷子经济);华为概念;智能穿戴;小米概念;AI眼镜;粤港澳大湾区;消费电子概念;眼科医疗;深股通,300622.SZ,300622
23,17,存储芯片;国家大基金持股;汽车芯片;先进封装;AI PC;AI手机;芯片概念;AI眼镜;消费电子概念;智能穿戴;2025年报预增;数据中心;小米概念;专精特新;华为概念;比亚迪概念;人形机器人;机器人概念;粤港澳大湾区;信创;阿里巴巴概念;沪股通;融资融券,688525.SH,688525
14,17,脑机接口;AI应用;智能医疗;AI智能体;医疗器械概念;人工智能;DeepSeek概念;养老概念;专精特新;机器人概念;回购增持再贷款概念;旅游概念;融资融券;沪股通,688626.SH,688626
6,33,稀土永磁;股权转让(并购重组);煤炭概念;2025年报预增;深股通;融资融券,000612.SZ,000612
13,33,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;AI应用;证金持股;同花顺漂亮100;深股通;融资融券,300059.SZ,300059
5,17,三胎概念;C2M概念;跨境电商;沪股通;融资融券,603193.SH,603193
11,17,减速器;人形机器人;工业母机;新型工业化;机器人概念;高端装备;储能;智能电网;雅下水电概念;融资融券;沪股通,603638.SH,603638
14,33,人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;小米概念;机器人概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券,002664.SZ,002664
43,33,Web3.0;多模态AI;AIGC概念;AI智能体;时空大数据;数据要素;华为鲲鹏;智慧政务;华为昇腾;华为欧拉;信创;元宇宙;阿里巴巴概念;腾讯概念;区块链;鸿蒙概念;空间计算;DeepSeek概念;数字经济;军工信息化;人工智能;卫星导航;智慧城市;车联网(车路协同);数字孪生;商业航天;虚拟现实;低空经济;华为概念;军工;无人机;MR(混合现实);无人驾驶;水利;AI应用;英伟达概念;乡村振兴;土壤修复;地下管网;智能电网;雅下水电概念;深股通;融资融券,300036.SZ,300036
39,33,DRG/DIP;AI智能体;家庭医生;智慧政务;数据要素;华为鲲鹏;阿里巴巴概念;云计算;区块链;蚂蚁集团概念;信创;鸿蒙概念;数据安全;华为昇腾;数字乡村;网络安全;DeepSeek概念;人工智能;数字经济;人脸识别;移动支付;智能医疗;智慧城市;AI应用;安防;华为概念;养老概念;物联网;军工信息化;食品安全;数据中心;机器视觉;军工;军民融合;乡村振兴;西部大开发;国企改革;新疆振兴;深股通,002777.SZ,002777
8,17,中字头股票;互联网保险;沪股通;融资融券;证金持股;同花顺中特估100;参股银行;国企改革,601628.SH,601628
9,17,芯片概念;星闪概念;人形机器人;WiFi 6;机器人概念;阿里巴巴概念;电力物联网;智能电网;融资融券,688259.SH,688259
5,33,旅游概念;创投;国企改革;西部大开发;一带一路,000610.SZ,000610
10,33,减速器;人形机器人;工业母机;机器人概念;专精特新;高端装备;创投;京津冀一体化;深股通;融资融券,301261.SZ,301261
40,33,商业航天;AI手机;无人机;低空经济;智能音箱;人形机器人;5G;智能穿戴;无线充电;MR(混合现实);小米概念;AI眼镜;AI PC;3D打印;碳纤维;虚拟现实;无线耳机;华为概念;消费电子概念;机器人概念;减速器;同花顺果指数;英伟达概念;富士康概念;液冷服务器;柔性屏(折叠屏);比亚迪概念;苹果概念;新能源汽车;人工智能;海峡两岸;充电桩;共封装光学(CPO);光伏概念;储能;人民币贬值受益;回购增持再贷款概念;稀土永磁;深股通;融资融券,002600.SZ,002600
48,33,财税数字化;国资云;云计算;信创;华为鲲鹏;智慧政务;数据安全;国产操作系统;网络安全;数字货币;AI智能体;DRG/DIP;数据要素;鸿蒙概念;数字乡村;时空大数据;AIGC概念;阿里巴巴概念;互联网金融;DeepSeek概念;东数西算(算力);跨境支付(CIPS);数字经济;智慧城市;人工智能;数字孪生;安防;军工信息化;华为概念;物联网;智能医疗;工业互联网;数据中心;无人驾驶;芯片概念;体育产业;新型工业化;汽车电子;回购增持再贷款概念;水利;国企改革;电力物联网;AI应用;雄安新区;央企国企改革;雅下水电概念;深股通;融资融券,002368.SZ,002368
24,17,国家大基金持股;MCU芯片;汽车芯片;先进封装;第三代半导体;芯片概念;OLED;消费电子概念;汽车电子;小米概念;传感器;智能穿戴;MiniLED;比亚迪概念;新能源汽车;华为概念;2025年报预增;光伏概念;家用电器;长三角一体化;共同富裕示范区;风电;沪股通;融资融券,600460.SH,600460
12,17,PCB概念;汽车电子;毫米波雷达;人形机器人;5G;小米概念;比亚迪概念;机器人概念;华为概念;卫星导航;光纤概念;医疗器械概念,603386.SH,603386
17,33,液冷服务器;5G;PEEK材料;毫米波雷达;汽车电子;消费电子概念;新能源汽车;无人驾驶;特斯拉概念;工业互联网;虚拟现实;宁德时代概念;人民币贬值受益;一带一路;智能家居;深股通;融资融券,002937.SZ,002937
13,17,工业互联网;数字孪生;新型工业化;华为概念;专精特新;机器人概念;长安汽车概念;人形机器人;新能源汽车;特斯拉概念;储能;锂电池概念;固态电池,603895.SH,603895
9,17,汽车电子;消费电子概念;5G;新能源汽车;机器人概念;数据中心;医疗器械概念;独角兽概念;沪股通,603380.SH,603380
21,33,小红书概念;快手概念;网红经济;拼多多概念;虚拟数字人;AIGC概念;赛马概念;抖音概念(字节概念);AI智能体;数据要素;体育产业;阿里巴巴概念;数字经济;人工智能;DeepSeek概念;跨境电商;福建自贸区;AI应用;海峡两岸;统一大市场;深股通,002264.SZ,002264
11,17,猴痘概念;基因测序;流感;肝炎概念;维生素;医药电商;智能医疗;医疗器械概念;专精特新;沪股通;融资融券,688399.SH,688399
18,33,人形机器人;新型工业化;长安汽车概念;机器人概念;工业互联网;工业母机;机器视觉;农机;比亚迪概念;高端装备;专精特新;宁德时代概念;光伏概念;医疗器械概念;养老概念;智能医疗;深股通;融资融券,002747.SZ,002747
32,33,小红书概念;快手概念;虚拟数字人;NFT概念;Web3.0;文化传媒概念;ChatGPT概念;拼多多概念;网络游戏;抖音概念(字节概念);AI智能体;财税数字化;元宇宙;百度概念;腾讯概念;智慧政务;阿里巴巴概念;网红经济;鸿蒙概念;区块链;数字经济;数字货币;互联网金融;人工智能;独角兽概念;虚拟现实;华为概念;智能音箱;创投;小米概念;深股通;融资融券,000676.SZ,000676
21,17,共封装光学(CPO);光纤概念;光刻机;先进封装;存储芯片;OLED;MicroLED概念;MR(混合现实);芯片概念;消费电子概念;3D打印;智能座舱;机器视觉;无人驾驶;虚拟现实;可控核聚变;回购增持再贷款概念;医美概念;西部大开发;沪股通;融资融券,688167.SH,688167
29,33,MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);华为概念;智能穿戴;虚拟现实;AI手机;OLED;智能座舱;小米概念;东数西算(算力);消费电子概念;元宇宙;汽车电子;比亚迪概念;特斯拉概念;苹果概念;华为汽车;新能源汽车;算力租赁;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,300088.SZ,300088
23,33,算力租赁;数据确权;国资云;云计算;数据安全;网络安全;东数西算(算力);抖音概念(字节概念);阿里巴巴概念;数据要素;电力物联网;量子科技;数据中心;DeepSeek概念;数字孪生;数字经济;华为概念;物联网;京津冀一体化;核电;国企改革;深股通;融资融券,300895.SZ,300895
6,33,物业管理;深圳国企改革;粤港澳大湾区;国企改革;深股通;融资融券,000029.SZ,000029
12,17,存储芯片;芯片概念;毫米波雷达;5G;商业航天;卫星导航;创投;数字经济;京津冀一体化;物业管理;沪股通;融资融券,600246.SH,600246
