所属概念,所属概念数量,股票代码,market_code,code
铜缆高速连接;成飞概念;大飞机;6G概念;军民融合;商业航天;光纤概念;卫星导航;国产航母;军工;换电概念;5G;可控核聚变;无人机;液冷服务器;充电桩;核电;新能源汽车;低空经济;高压快充;特斯拉概念;储能;光伏概念;芯片概念;比亚迪概念;专精特新;共封装光学(CPO);智能电网;量子科技;机器人概念;数据中心;国企改革;华为概念;无人驾驶;车联网(车路协同);深股通;融资融券;东数西算(算力);中字头股票,39.0,002179.SZ,33,002179
钙钛矿电池;BC电池;TOPCON电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,8.0,002865.SZ,33,002865
ST板块;京津冀一体化;低空经济;军工;航空发动机,5.0,000677.SZ,33,000677
专精特新;人民币贬值受益;中俄贸易概念;融资融券,4.0,301125.SZ,33,301125
第三代半导体;小米汽车;小米概念;高压快充;比亚迪概念;专精特新;新能源汽车;2025年报预增;充电桩;深股通;融资融券,11.0,301607.SZ,33,301607
电子纸;OLED;MicroLED概念;AI眼镜;芯片概念;智能穿戴;沪股通;融资融券,8.0,688593.SH,17,688593
数据中心;富士康概念;第三代半导体;高压快充;5G;无线充电;汽车电子;消费电子概念;充电桩;小米概念;OLED;华为概念;光伏概念;储能;比亚迪概念;新能源汽车;2025年报预增;华为汽车;粤港澳大湾区;融资融券,20.0,002885.SZ,33,002885
共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;专精特新;智能座舱;机器人概念;新能源汽车;粤港澳大湾区;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,14.0,688655.SH,17,688655
AI手机;汽车芯片;AI眼镜;芯片概念;消费电子概念;汽车电子;智能座舱;5G;共封装光学(CPO);小米概念;传感器;虚拟现实;比亚迪概念;安防;专精特新;数据中心;海峡两岸;人形机器人;人民币贬值受益;小米汽车;机器人概念;回购增持再贷款概念;沪股通;融资融券,24.0,688381.SH,17,688381
雅下水电概念;新型城镇化;水利;医疗器械概念;一带一路;乡村振兴;国企改革;西部大开发;DeepSeek概念;3D打印;新疆振兴;深股通;融资融券,13.0,002307.SZ,33,002307
3D打印;东数西算(算力);机器人概念;新能源汽车;PPP概念;雄安新区;股权转让(并购重组);深股通,8.0,300210.SZ,33,300210
中芯国际概念;光刻机;芯片概念;专精特新;商业航天;医疗器械概念;光伏概念;沪股通;融资融券,9.0,688605.SH,17,688605
煤化工概念;ST板块;换电概念;充电桩,4.0,600753.SH,22,600753
F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;传感器;人民币贬值受益;融资融券;深股通,11.0,300570.SZ,33,300570
存储芯片;国家大基金持股;汽车芯片;先进封装;第三代半导体;芯片概念;华为海思概念股;5G;汽车电子;智能座舱;毫米波雷达;传感器;共封装光学(CPO);华为概念;比亚迪概念;无人驾驶;机器人概念;西部大开发;深股通;融资融券,20.0,002185.SZ,33,002185
比亚迪概念;PCB概念;PET铜箔;锂电池概念;腾讯概念;创投;动物疫苗;合成生物;融资融券;沪股通,10.0,600226.SH,17,600226
柔性屏(折叠屏);OLED;MicroLED概念;MiniLED;华为概念;新型工业化;智能物流;新能源汽车;摘帽;股权转让(并购重组),10.0,300097.SZ,33,300097
净水概念;物业管理;冰雪产业;无人零售;家用电器;跨境电商;医疗器械概念;空气能热泵;智能家居;冷链物流;创投;一带一路;国企改革;物联网;超级品牌;DeepSeek概念;融资融券;沪股通,18.0,600336.SH,17,600336
电力物联网;智能电网;虚拟电厂;核电;信创;光热发电;华为概念;AI智能体;工业互联网;机器视觉;数据要素;传感器;智慧城市;新型工业化;储能;专精特新;人工智能;AI应用;机器人概念;数字经济;超超临界发电;垃圾分类;一带一路;碳中和;深股通,25.0,002380.SZ,33,002380
光刻机;智能穿戴;机器视觉;无人驾驶;智能座舱;虚拟现实;海峡两岸;无人机;专精特新;华为概念;机器人概念;安防;人工智能;融资融券,14.0,688307.SH,17,688307
氟化工概念;钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;比亚迪概念;家用电器;深股通;融资融券,10.0,002759.SZ,33,002759
钠离子电池;固态电池;绿色电力;锂电池概念;储能;两轮车;数据中心;2025年报预增;人民币贬值受益;专精特新;低空经济;沪股通;融资融券,13.0,688063.SH,17,688063
芯片概念;商业航天;工业母机;传感器;碳纤维;专精特新;军工;机器视觉;同花顺新质50;军民融合;低空经济;机器人概念;医疗器械概念;国企改革;证金持股;深股通;融资融券,17.0,002338.SZ,33,002338
消费电子概念;AI眼镜;智能座舱;小米概念;机器视觉;虚拟现实;无人驾驶;专精特新;人形机器人;智能家居;比亚迪概念;机器人概念;粤港澳大湾区;深股通;融资融券,15.0,301479.SZ,33,301479
细胞免疫治疗;创新药;眼科医疗;沪股通;融资融券,5.0,688331.SH,17,688331
拼多多概念;小红书概念;短剧游戏;抖音概念(字节概念);快手概念;腾讯概念;阿里巴巴概念;文化传媒概念;华为概念;深股通;股权转让(并购重组);融资融券,12.0,300959.SZ,33,300959
中芯国际概念;存储芯片;科创次新股;芯片概念;高端装备;注册制次新股;国企改革;新股与次新股;融资融券,9.0,688729.SH,17,688729
汽车芯片;存储芯片;共封装光学(CPO);无线耳机;OLED;芯片概念;汽车电子;消费电子概念;传感器;专精特新;人工智能;锂电池概念;融资融券;深股通,14.0,300661.SZ,33,300661
俄乌冲突概念;氟化工概念;光刻机;氢能源;中芯国际概念;光刻胶;存储芯片;第三代半导体;粤港澳大湾区;芯片概念;核电;专精特新;沪股通;融资融券,14.0,688268.SH,17,688268
装配式建筑;长安汽车概念;创投;新能源汽车;比亚迪概念;机器人概念;专精特新,7.0,603725.SH,17,603725
海峡两岸;华为汽车;PPP概念;固废处理,4.0,002674.SZ,33,002674
跨境电商;储能;智能家居;无线耳机;无线充电;人民币贬值受益;充电桩;机器人概念;AI眼镜;3D打印;人工智能;消费电子概念;芯片概念;安防;深股通;融资融券,16.0,300866.SZ,33,300866
存储芯片;光刻机;OLED;芯片概念;第三代半导体;专精特新;锂电池概念;医疗器械概念;燃料电池;深股通;融资融券,11.0,301611.SZ,33,301611
白酒概念;ST板块;农业种植;化债概念(AMC概念);乡村振兴;新疆振兴;国企改革;西部大开发,8.0,600084.SH,22,600084
传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券,6.0,688607.SH,17,688607
汽车电子;AI眼镜;消费电子概念;机器视觉;虚拟现实;小米概念;无人驾驶;安防;机器人概念;无人机;新能源汽车;华为概念;智能家居;车联网(车路协同);职业教育;人形机器人;深股通,17.0,300790.SZ,33,300790
智能电网;抽水蓄能;光伏概念;储能;风电;粤港澳大湾区;海工装备;氢能源;沪股通;融资融券,10.0,603063.SH,17,603063
专精特新;工业互联网;融资融券,3.0,603391.SH,17,603391
禽流感;幽门螺杆菌概念;猴痘概念;基因测序;辅助生殖;肝炎概念;流感;医疗器械概念;食品安全;智能医疗;创投;国企改革;互联网金融;人工智能;证金持股;融资融券;深股通,17.0,002030.SZ,33,002030
磷化工;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;燃料电池;储能;氢能源;比亚迪概念;液冷服务器;数字经济;数据中心;新能源汽车;一带一路;无人机;融资融券;沪股通,18.0,603906.SH,17,603906
特色小镇;ST板块;PPP概念;雄安新区;京津冀一体化;新型城镇化;智慧城市;DeepSeek概念;人工智能;低空经济;股权转让(并购重组),11.0,600340.SH,22,600340
科创次新股;先进封装;存储芯片;注册制次新股;芯片概念;新股与次新股;融资融券,7.0,688820.SH,17,688820
注册制次新股;共封装光学(CPO);MiniLED;华为手机;PCB概念;智能座舱;汽车电子;存储芯片;富士康概念;卫星导航;东数西算(算力);智能穿戴;消费电子概念;无人驾驶;虚拟现实;比亚迪概念;小米概念;华为概念;机器人概念;芯片概念;商业航天;锂电池概念;一带一路;新股与次新股;融资融券,25.0,603459.SH,17,603459
PCB概念;液冷服务器;先进封装;国家大基金持股;苹果概念;存储芯片;数据中心;芯片概念;柔性屏(折叠屏);消费电子概念;MR(混合现实);无线耳机;小米概念;智能穿戴;华为概念;宁德时代概念;专精特新;人形机器人;高端装备;有机硅概念;固态电池;新能源汽车;高铁;光伏概念;机器人概念;储能;石墨烯;锂电池概念;HJT电池;回购增持再贷款概念;TOPCON电池;沪股通;融资融券,33.0,688035.SH,17,688035
减速器;人形机器人;特斯拉概念;汽车热管理;机器人概念;专精特新;无人驾驶;新能源汽车;共同富裕示范区;人民币贬值受益;长三角一体化;宁德时代概念;储能;一带一路;沪股通;融资融券,16.0,603119.SH,17,603119
天然气;绿色电力;污水处理;沪股通;融资融券;互联网金融;创投;充电桩;独角兽概念;高压快充;2025年报预增;新能源汽车,12.0,600635.SH,17,600635
环氧丙烷;煤化工概念;氟化工概念;消毒剂;氢能源;锂电池概念;回购增持再贷款概念;参股银行;燃料电池;参股保险;沪股通;融资融券,12.0,601678.SH,17,601678
固态电池;锂电池概念;宁德时代概念;新型烟草(电子烟);比亚迪概念;OLED;粤港澳大湾区;人民币贬值受益;储能;机器视觉;上海国企改革;氢能源;国企改革;深股通;融资融券,15.0,300457.SZ,33,300457
液冷服务器;数据中心;东数西算(算力);汽车电子;柔性直流输电;特高压;抖音概念(字节概念);阿里巴巴概念;腾讯概念;军工;可控核聚变;专精特新;充电桩;比亚迪概念;核电;新能源汽车;光伏概念;储能;粤港澳大湾区;风电;宁德时代概念;锂电池概念;一带一路;中俄贸易概念;天然气;深股通;融资融券,27.0,300499.SZ,33,300499
光刻胶;中芯国际概念;存储芯片;国家大基金持股;OLED;芯片概念;华为概念;光伏概念;专精特新;氟化工概念;长三角一体化;磷化工;融资融券;深股通,14.0,300346.SZ,33,300346
共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;专精特新;东数西算(算力);沪股通;融资融券,10.0,688205.SH,17,688205
新型城镇化;垃圾分类;粤港澳大湾区;国企改革;ST板块,5.0,002856.SZ,33,002856
可降解塑料;长三角一体化;一带一路;储能;专精特新;人民币贬值受益;医疗器械概念;跨境电商;人工智能;AI智能体;固态电池;融资融券,12.0,603681.SH,17,603681
ST板块;共享单车;三胎概念;两轮车;网红经济;物业管理;知识产权保护;风电,8.0,600818.SH,22,600818
汽车芯片;中芯国际概念;汽车电子;芯片概念;第三代半导体;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,14.0,300623.SZ,33,300623
铜缆高速连接;富士康概念;液冷服务器;新型烟草(电子烟);消费电子概念;智能座舱;小米概念;数据中心;比亚迪概念;人形机器人;新能源汽车;高压快充;无人机;飞行汽车(eVTOL);机器人概念;低空经济;充电桩;储能;深股通,19.0,300843.SZ,33,300843
医疗器械概念;汽车热管理;家用电器;智能家居;机器人概念;人民币贬值受益;新能源汽车;芯片概念;沪股通;融资融券,10.0,603075.SH,17,603075
三胎概念;医药电商;医疗器械概念;跨境电商;消毒剂;人民币贬值受益;融资融券,7.0,603205.SH,17,603205
共封装光学(CPO);光纤概念;PET铜箔;先进封装;PCB概念;MicroLED概念;第三代半导体;OLED;存储芯片;柔性屏(折叠屏);华为海思概念股;芯片概念;3D打印;商业航天;BC电池;钙钛矿电池;高端装备;专精特新;光伏概念;宁德时代概念;碳纤维;固态电池;华为概念;锂电池概念;融资融券,25.0,688170.SH,17,688170
算力租赁;东数西算(算力);数据中心;C2M概念;职业教育;DeepSeek概念;工业互联网;粤港澳大湾区;创投;乡村振兴;中俄贸易概念;绿色电力;新疆振兴;农业种植;深股通;融资融券,16.0,002042.SZ,33,002042
消费电子概念;低空经济;先进封装;房屋检测;芯片概念;地下管网;新型城镇化;融资融券,8.0,920427.BJ,151,920427
EDR概念;车联网(车路协同);黑龙江自贸区;国企改革;传感器;无人驾驶;智能座舱;新能源汽车;汽车电子;股权转让(并购重组);摘帽,11.0,603023.SH,17,603023
光刻胶;有机硅概念;芯片概念;OLED;专精特新;比亚迪概念;新能源汽车;军工;高铁;光伏概念;核电,11.0,300200.SZ,33,300200
存储芯片;PCB概念;汽车芯片;WiFi 6;消费电子概念;比亚迪概念;锂电池概念;芯片概念;小金属概念;新能源汽车;信创;粤港澳大湾区;无人驾驶;创投;硅能源,15.0,002213.SZ,33,002213
专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,5.0,688046.SH,17,688046
冷链物流;统一大市场;国企改革;央企国企改革;一带一路;跨境电商;智能物流;人民币贬值受益;拼多多概念;融资融券;沪股通,11.0,601156.SH,17,601156
华为汽车;机器人概念;人形机器人;新能源汽车;华为概念;高铁;沪股通,7.0,605128.SH,17,605128
俄乌冲突概念;航运概念;高股息精选;中字头股票;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;人民币贬值受益,14.0,601919.SH,17,601919
减速器;飞行汽车(eVTOL);人形机器人;比亚迪概念;机器人概念;专精特新;新能源汽车;商业航天;低空经济;碳纤维;燃料电池;氢能源;风电;沪股通;融资融券,15.0,603270.SH,17,603270
机器视觉;数字孪生;物联网;数据要素;新型工业化;专精特新;人工智能;机器人概念;比亚迪概念;智能物流;DeepSeek概念;数字经济;工业互联网;新能源汽车;宁德时代概念;统一大市场;深股通;股权转让(并购重组),18.0,300486.SZ,33,300486
细胞免疫治疗;创新药;辅助生殖;仿制药一致性评价;眼科医疗;医药电商;幽门螺杆菌概念;肝炎概念;医疗器械概念;西部大开发;知识产权保护;国企改革;融资融券,13.0,300006.SZ,33,300006
石墨电极;宁德时代概念;固态电池;锂电池概念;2025年报预增;飞行汽车(eVTOL);燃料电池;储能;新能源汽车;氢能源;一带一路;无人机;无人驾驶;DeepSeek概念;沪股通;融资融券,16.0,603612.SH,17,603612
MicroLED概念;MiniLED;消费电子概念;AI眼镜;汽车电子;小米概念;专精特新;智能家居;汽车芯片;华为概念,10.0,002983.SZ,33,002983
氟化工概念;磷化工;PVDF概念;中芯国际概念;固态电池;锂电池概念;芯片概念;国产航母;PCB概念;钠离子电池;俄乌冲突概念;燃料电池;西部大开发;氢能源;2026一季报预增;央企国企改革;军工;新能源汽车;液冷服务器;商业航天;国企改革;碳中和;大飞机;页岩气;碳交易;股权转让(并购重组);沪股通;融资融券,28.0,600378.SH,17,600378
