所属概念,股票代码,market_code,code,所属概念数量
核电;智能电网;充电桩;专精特新;数字孪生;风电;新能源汽车;储能;光伏概念;国企改革;芯片概念,002692.SZ,33,002692,11
白酒概念;预制菜;旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;跨境电商;体育产业;绿色电力;蚂蚁集团概念;黄金概念;小金属概念;沪股通;融资融券;2026一季报预增;培育钻石,600655.SH,17,600655,16
盐湖提锂;动力电池回收;固废处理;污水处理;融资融券,688178.SH,17,688178,5
智能音箱;无线充电;小米概念;无线耳机;AI手机;智能穿戴;碳纤维;3D打印;人形机器人;比亚迪概念;AI眼镜;无人机;新能源汽车;消费电子概念;同花顺果指数;商业航天;机器人概念;液冷服务器;虚拟现实;英伟达概念;充电桩;苹果概念;光伏概念;华为概念;5G;富士康概念;低空经济;MR(混合现实);海峡两岸;柔性屏(折叠屏);储能;减速器;人民币贬值受益;AI PC;人工智能;稀土永磁;共封装光学(CPO);同花顺出海50;深股通;融资融券,002600.SZ,33,002600,40
超超临界发电;绿色电力;高股息精选;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,600023.SH,17,600023,9
人造肉;NMN概念;维生素;合成生物;国企改革;沪股通;融资融券,600298.SH,17,600298,7
安防;智能物流;汽车热管理;3D打印;减速器;新股与次新股;融资融券;机器人概念;光伏概念;人形机器人;新型工业化,920100.BJ,151,920100,11
阿里巴巴概念;职业教育;在线教育;腾讯概念;信创;虚拟数字人;AI智能体;DeepSeek概念;华为概念;多模态AI;人工智能;AI应用;体育产业;西部大开发;深股通,300559.SZ,33,300559,15
IP经济(谷子经济);文化传媒概念;知识产权保护;高股息精选;华为概念,603096.SH,17,603096,5
国家大基金持股;第三代半导体;柔性直流输电;特高压;汽车芯片;芯片概念;智能电网;数据中心(AIDC);光伏概念;充电桩;储能;小米概念;传感器;风电;新能源汽车;海工装备;无人驾驶;高铁;氢能源;机器人概念;长安汽车概念;可燃冰;数据要素;一带一路;央企国企改革;国企改革;沪股通;融资融券,688187.SH,17,688187,28
人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通,300382.SZ,33,300382,13
智能电网;东数西算(算力);数据中心(AIDC);储能;风电;光伏概念;抖音概念(字节概念);绿色电力;光伏建筑一体化;粤港澳大湾区;氢能源;海工装备;深股通;融资融券,301291.SZ,33,301291,14
同花顺中特估100;证金持股;中字头股票;参股券商;国企改革;央企国企改革;PPP概念;新型城镇化;一带一路;水利;金属铜;金属铅;金属锌;高铁;人工智能;金属钴;小金属概念;低空经济;沪股通;融资融券,601390.SH,17,601390,20
锂电池概念;固态电池;专精特新;高铁;机器人概念;液冷服务器;融资融券;深股通,300587.SZ,33,300587,8
PCB概念;PET铜箔;液冷服务器;专精特新;工业母机;沪股通;融资融券,603124.SH,17,603124,7
食品安全;医疗器械概念;融资融券,920504.BJ,151,920504,3
AI视频;快手概念;AI语料;短剧游戏;智谱AI;ChatGPT概念;知识产权保护;AIGC概念;抖音概念(字节概念);多模态AI;虚拟数字人;NFT概念;Web3.0;百度概念;文化传媒概念;数据确权;腾讯概念;AI应用;阿里巴巴概念;AI智能体;数据要素;元宇宙;在线教育;区块链;鸿蒙概念;数字乡村;IP经济(谷子经济);DeepSeek概念;数字经济;职业教育;人工智能;京津冀一体化;虚拟现实;华为概念;乡村振兴;同花顺出海50;深股通;融资融券,300364.SZ,33,300364,38
PPP概念;装配式建筑;新型城镇化;雅下水电概念;国企改革;乡村振兴;固废处理;水利;污水处理;建筑节能;土壤修复;共同富裕示范区;一带一路;DeepSeek概念;智慧城市;深股通;融资融券,002761.SZ,33,002761,17
军民融合;大飞机;央企国企改革;乡村振兴;国企改革;军工;低空经济;高端装备;无人机;融资融券;沪股通,600316.SH,17,600316,11
锂电池概念;共同富裕示范区;人民币贬值受益;长三角一体化;工业互联网;沪股通,605378.SH,17,605378,6
地下管网;新型城镇化;国企改革;雄安新区;水利;一带一路;DeepSeek概念;数据要素;智慧城市;人工智能;空间计算;云计算;车联网(车路协同);低空经济;算力租赁;量子科技;沪股通;融资融券,603357.SH,17,603357,18
华为鲲鹏;数字货币;语音技术;互联网金融;数据确权;信创;百度概念;数据要素;区块链;AI应用;人工智能;华为概念;碳中和;跨境电商;粤港澳大湾区;参股券商;机器人概念;5G;深股通;股权转让(并购重组);融资融券,300085.SZ,33,300085,21
IP经济(谷子经济);电子竞技;NFT概念;文化传媒概念;虚拟数字人;高股息精选;短剧游戏;知识产权保护;在线教育;国企改革;云游戏;元宇宙;快手概念;人工智能;腾讯概念;抖音概念(字节概念);网络安全;虚拟现实;华为概念;小米概念;华为海思概念股;深股通;融资融券,300770.SZ,33,300770,23
期货概念;国企改革;西部大开发;融资融券;深股通,002926.SZ,33,002926,5
信创;AI应用;PCB概念;融资融券;网约车;专精特新;智慧城市;充电桩;安防;阿里巴巴概念;多模态AI;人工智能;AI智能体,920130.BJ,151,920130,13
证金持股;参股券商;高股息精选;参股银行;国企改革;污水处理;创投;融资融券;沪股通,600064.SH,17,600064,9
超级品牌;高股息精选;露营经济;家用电器;同花顺漂亮100;智能家居;腾讯概念;抖音概念(字节概念);充电桩;华为概念;储能;无线充电;沪股通;融资融券,603195.SH,17,603195,14
芯片概念;商业航天;智能医疗;宠物经济;可控核聚变;医疗器械概念;量子科技;超导概念;专精特新;融资融券;光伏概念,920300.BJ,151,920300,11
PPP概念;污水处理;固废处理;地下管网;国企改革;碳交易;共同富裕示范区;碳中和;PM2.5;机器人概念;人工智能,600526.SH,17,600526,11
期货概念;信托概念;参股券商;参股保险;乡村振兴;国企改革;央企国企改革;创投;沪股通;融资融券,600390.SH,17,600390,10
存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;华为概念;光伏概念;股权转让(并购重组);沪股通;融资融券,688535.SH,17,688535,11
钠离子电池;磷化工;动力电池回收;固态电池;金属铜;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;深股通;融资融券,301358.SZ,33,301358,12
抽水蓄能;绿色电力;风电;高股息精选;国企改革;核电;海峡两岸;福建自贸区;沪股通;融资融券,600483.SH,17,600483,10
智能物流;一带一路;人民币贬值受益;智能家居;长三角一体化;机器人概念;宠物经济;长安汽车概念;无人机;3D打印,300230.SZ,33,300230,10
垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电,300190.SZ,33,300190,14
水利;专精特新;融资融券;高铁;西部大开发,920027.BJ,151,920027,5
共享单车;ST板块;网红经济;三胎概念;两轮车;物业管理;知识产权保护;风电,600818.SH,22,600818,8
煤炭概念;煤化工概念;国企改革;沪股通;融资融券,600997.SH,17,600997,5
高股息精选;可降解塑料;创投;绿色电力;锂电池概念;飞行汽车(eVTOL);低空经济;固态电池;大飞机;比亚迪概念;沪股通;融资融券,600210.SH,17,600210,12
共封装光学(CPO);富士康概念;苹果概念;5G;AI眼镜;芯片概念;华为手机;消费电子概念;智能穿戴;汽车电子;光伏概念;MR(混合现实);固态电池;储能;充电桩;宁德时代概念;锂电池概念;华为概念;新能源汽车;机器视觉;无人机;特斯拉概念;换电概念;新型工业化;低空经济;机器人概念;人形机器人;高端装备;工业互联网;一带一路;智能物流;沪股通;融资融券,688097.SH,17,688097,33
国家大基金持股;中芯国际概念;存储芯片;光刻胶;先进封装;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券,688545.SH,17,688545,11
股权转让(并购重组);锂电池概念;ST板块,002199.SZ,33,002199,3
天然气;高股息精选;国企改革;氢能源;换电概念,603689.SH,17,603689,5
食品安全;智能医疗;医疗器械概念;辅助生殖;猴痘概念;专精特新;流感;肝炎概念;融资融券,688193.SH,17,688193,9
语音技术;家用电器;机器人概念;人工智能;智能家居;华为概念;数据中心(AIDC);融资融券;沪股通,603486.SH,17,603486,9
高股息精选;深股通;融资融券,002839.SZ,33,002839,3
证金持股;生物疫苗;职业教育;C2M概念;一带一路;创投;绿色电力;人民币贬值受益;融资融券,000726.SZ,33,000726,9
白酒概念;乡村振兴;农业种植;股权转让(并购重组),603779.SH,17,603779,4
盐湖提锂;稀土永磁;固态电池;锂电池概念;专精特新;净水概念;垃圾分类;光伏概念;污水处理,300631.SZ,33,300631,9
猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通,002567.SZ,33,002567,7
华为手机;柔性屏(折叠屏);消费电子概念;比亚迪概念;宁德时代概念;小米概念;汽车热管理;新能源汽车;华为概念;储能;三胎概念;智能家居;深股通;融资融券,002824.SZ,33,002824,14
粮食概念;农业种植;土地流转;农村电商;乳业;乡村振兴;新疆振兴;特色小镇;西部大开发;国企改革;股权转让(并购重组);融资融券,600359.SH,17,600359,12
特钢概念;化债概念(AMC概念);工业互联网;融资融券;沪股通;华为概念;宁德时代概念;新能源汽车,600507.SH,17,600507,8
稀土永磁;军工;特斯拉概念;新能源汽车;华为概念;西部大开发;深股通,300127.SZ,33,300127,7
硅能源;TOPCON电池;光伏概念;第三代半导体;储能;专精特新;高端装备;工业母机;融资融券;沪股通,603185.SH,17,603185,10
中芯国际概念;液冷服务器;超导概念;数据中心(AIDC);可控核聚变;3D打印;储能;核电;新能源汽车;军工;海峡两岸;固态电池;机器人概念;海工装备;燃料电池;人工智能;氢能源;空气能热泵;碳中和;水利;创投;雅下水电概念;智能物流;中俄贸易概念;国企改革;体育产业;融资融券;冷链物流;宠物经济;天然气;冰雪产业;深股通,000811.SZ,33,000811,32
汽车热管理;长安汽车概念;人形机器人;安防;机器人概念;低空经济;农机;无人机;专精特新;新能源汽车;比亚迪概念;中俄贸易概念;人民币贬值受益;共同富裕示范区;俄乌冲突概念;融资融券,301459.SZ,33,301459,16
养老概念;新型城镇化;共同富裕示范区;安防,603208.SH,17,603208,4
维生素;人民币贬值受益;沪股通,603235.SH,17,603235,3
预制菜;物业管理;职业教育;国企改革;股权转让(并购重组);融资融券,000428.SZ,33,000428,6
预制菜;中韩自贸区;乡村振兴;流感;白酒概念;融资融券,600467.SH,17,600467,6
高股息精选;航运概念;同花顺中特估100;国企改革;央企国企改革;一带一路;融资融券;深股通;粤港澳大湾区,001872.SZ,33,001872,9
旅游概念;国企改革,603136.SH,17,603136,2
参股券商;参股银行;PPP概念;国企改革;深圳国企改革;固废处理;汽车拆解概念;风电;百度概念;沪股通;融资融券;粤港澳大湾区,600548.SH,17,600548,12
人工智能;数字经济;云计算;海峡两岸;物联网;人民币贬值受益;机器人概念;储能;专精特新;光伏概念;电子纸;消费电子概念;芯片概念;深股通;融资融券,301275.SZ,33,301275,15
华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,920086.BJ,151,920086,7
冰雪产业;体育产业;ST板块;区块链;智慧城市;算力租赁;机器人概念;工业互联网;硅能源;东数西算(算力);数据中心(AIDC);光伏概念;AI眼镜;5G,300472.SZ,33,300472,14
移动支付;AIGC概念;元宇宙;知识产权保护;AI应用;区块链;AI智能体;数据确权;数据安全;云计算;数字货币;AI语料;网络安全;车联网(车路协同);AI视频;互联网金融;DeepSeek概念;人工智能;安防;跨境支付(CIPS);ETC;数字水印;NFT概念;文化传媒概念;短剧游戏;华为概念;星闪概念;IP经济(谷子经济);无人机;商业航天;5G;AI手机;WiFi 6;华为海思概念股;芯片概念;光纤概念;融资融券;深股通,300079.SZ,33,300079,38
中俄贸易概念;装配式建筑;新型城镇化;一带一路;福建自贸区;海峡两岸;机器人概念;比亚迪概念,002593.SZ,33,002593,8
算力租赁;智谱AI;抖音概念(字节概念);AI视频;AI语料;东数西算(算力);多模态AI;百度概念;短剧游戏;阿里巴巴概念;腾讯概念;AIGC概念;虚拟数字人;知识产权保护;元宇宙;数据要素;NFT概念;AI智能体;AI应用;手机游戏;文化传媒概念;DeepSeek概念;华为概念;人工智能;IP经济(谷子经济);网红经济;AI眼镜;旅游概念;冰雪产业;融资融券;深股通,300133.SZ,33,300133,31
共封装光学(CPO);液冷服务器;AI眼镜;小米概念;华为概念;脑机接口;一带一路;医疗器械概念;消费电子概念;沪股通;融资融券,688371.SH,17,688371,11
网络安全;军工信息化;物联网;5G;6G概念;军工;人工智能;商业航天;数据要素;股权转让(并购重组);融资融券,688175.SH,17,688175,11
PCB概念;共封装光学(CPO);5G;东数西算(算力);华为概念;智慧城市;融资融券;国企改革;网络游戏;沪股通,600601.SH,17,600601,10
HJT电池;TOPCON电池;BC电池;光伏概念;沪股通;融资融券,688429.SH,17,688429,6
跨境电商;电子竞技;网络游戏;人工智能;星闪概念;粤港澳大湾区;百度概念;机器人概念;智能穿戴;无线耳机;消费电子概念;无线充电;融资融券;深股通,002577.SZ,33,002577,14
租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;人工智能;粤港澳大湾区;数字孪生;机器人概念;深股通;融资融券,000090.SZ,33,000090,11
煤炭概念;煤化工概念;中字头股票;化肥;高股息精选;同花顺中特估100;证金持股;乡村振兴;国企改革;央企国企改革;沪股通;融资融券,601898.SH,17,601898,12
化肥;民爆概念;新疆振兴;天然气;国企改革;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券,603227.SH,17,603227,11
生物质能发电;绿色电力;PPP概念;国企改革;固废处理;垃圾分类;污水处理;西部大开发;储能;沪股通,601827.SH,17,601827,10
